date,home,away,home_score,away_score
24.08. 17:00,Greece,France,77,92
23.08. 17:00,Germany,Spain,95,78
23.08. 17:00,Turkey,Montenegro,96,85
22.08. 17:00,Greece,Italy,76,74
22.08. 16:30,Lithuania,Iceland,96,83
22.08. 16:00,Estonia,Great Britain,62,72
21.08. 19:00AOT,Spain,Germany,105,106
21.08. 18:00,Serbia,Slovenia,106,72
21.08. 17:00,Italy,Latvia,68,83
21.08. 16:00,Czech Republic,Georgia,100,87
21.08. 15:30,Finland,Poland,106,87
20.08. 17:00,Greece,Latvia,104,86
20.08. 17:00,Sweden,Estonia,87,88
20.08. 16:30,Lithuania,Turkey,81,84
19.08. 18:00,Slovenia,Great Britain,93,81
17.08. 14:30,Montenegro,Israel,88,76
17.08. 14:00,Belgium,Bosnia & Herzegovina,60,73
17.08. 12:00,Poland,Finland,88,97
16.08. 23:00,Nicaragua,Bahamas,77,95
16.08. 19:00,France,Spain,78,73
16.08. 17:00,Portugal,Sweden,78,61
16.08. 15:00,Bosnia & Herzegovina,Great Britain,103,73
16.08. 15:00,Latvia,Slovenia,100,88
15.08. 19:30,Portugal,Iceland,83,79
15.08. 18:00,Belgium,Great Britain,84,72
15.08. 16:30,Lithuania,Slovenia,94,72
15.08. 00:30,Nicaragua,Bahamas,56,95
14.08. 19:30,Sweden,Iceland,70,73
14.08. 19:00,Spain,France,67,75
14.08. 18:00,Italy,Argentina,84,72
14.08. 16:30AOT,Latvia,Lithuania,105,109
14.08. 16:00,Greece,Montenegro,69,61
14.08. 16:00,Poland,Georgia,94,89
11.08. 15:30,Finland,Belgium,92,74
10.08. 17:30,Greece,Israel,58,75
10.08. 16:30,Lithuania,Georgia,77,54
10.08. 16:00,Bosnia & Herzegovina,Montenegro,90,102
10.08. 15:30,Germany,Slovenia,80,70
10.08. 14:00,Cyprus,Serbia,55,122
10.08. 13:00,Poland,Sweden,74,72
10.08. 12:00,Portugal,Argentina,70,84
09.08. 18:10,Italy,Latvia,91,75
09.08. 17:30,Greece,Serbia,66,76
09.08. 14:00,Cyprus,Israel,69,109
08.08. 19:00,France,Great Britain,74,67
08.08. 18:15,Slovenia,Germany,89,103
08.08. 15:30,Finland,Belgium,105,62
07.08. 19:00,Spain,Czech Republic,87,73
07.08. 17:00,Turkey,Lithuania,70,91
07.08. 16:00,Spain B,Portugal,64,63
07.08. 15:30,Georgia,Estonia,70,75
06.08. 18:00,Serbia,Poland,79,67
06.08. 17:00,Greece,Belgium,74,60
05.08. 19:00,Spain,Portugal,74,76
05.08. 17:00,Egypt,Russia,67,94
05.08. 16:00,Spain B,Czech Republic,80,75
05.08. 15:30,Estonia,Israel,93,81
05.08. 15:00,Serbia,Bosnia & Herzegovina,126,89
04.08. 19:00,France,Montenegro,81,75
03.08. 17:00,Egypt,Russia,80,73
03.08. 17:00,Italy,Senegal,80,56
03.08. 14:30,Poland,Iceland,92,90
02.08. 18:30,Croatia,Ukraine,82,71
02.08. 18:00,Italy,Iceland,87,61
02.08. 17:00,Kuwait,Bahrain,74,89
02.08. 15:30,Poland,Senegal,69,75
02.08. 14:00,Egypt,Algeria,70,78
02.08. 12:00,Qatar B,Tunisia,72,79
01.08. 18:00,Qatar,Iraq,77,73
01.08. 17:00,Algeria,Bahrain,70,69
01.08. 16:30,Lithuania,Estonia,89,68
01.08. 16:00,Japan,Saudi Arabia,85,78
01.08. 15:00,Kuwait,Qatar B,69,72
01.08. 13:00,Egypt,United Arab Emirates,82,86
31.07. 08:40,Australia,Colorado,93,87
30.07. 18:30,Croatia,Hungary,85,65
30.07. 17:00,Tunisia,Egypt,85,73
30.07. 16:00,Saudi Arabia,Iraq,91,76
30.07. 15:00,Kuwait,Algeria,74,86
30.07. 15:00,Russia,Iran,79,58
30.07. 14:00,Qatar,Japan,92,103
30.07. 13:00,Qatar B,United Arab Emirates,78,71
30.07. 09:30,Brazil,New Zealand,89,90
29.07. 17:00,Bahrain,Egypt,91,85
29.07. 15:00,United Arab Emirates,Tunisia,70,78
29.07. 13:00,Algeria,Qatar B,92,66
28.07. 16:00,Russia,Iran,67,70
28.07. 11:30,Philippines,Macau Black Bears,103,98
28.07. 10:00,Qatar,Saudi Arabia,82,78
27.07. 18:00,Lebanon,Egypt,87,74
27.07. 17:00,Bahrain,Tunisia,86,97
27.07. 15:00,Algeria,United Arab Emirates,99,61
27.07. 15:00,Austria,Slovakia,74,71
27.07. 13:00,Egypt,Kuwait,96,65
26.07. 17:00,North Macedonia,Switzerland,65,52
26.07. 17:00,United Arab Emirates,Bahrain,81,79
26.07. 15:00,Qatar B,Egypt,69,90
26.07. 13:00,Kuwait,Tunisia,61,86
25.07. 18:00,Lebanon,Syria,79,69
25.07. 17:00,Bahrain,Qatar B,74,61
25.07. 17:00,North Macedonia,Switzerland,62,56
25.07. 15:00,Jordan,Iran,61,70
25.07. 15:00,Kuwait,United Arab Emirates,79,87
25.07. 13:00,Tunisia,Algeria,81,86
24.07. 18:00,Lebanon,Iran,105,89
24.07. 15:00,Egypt,Jordan,70,60
23.07. 16:00,Slovakia,Austria,73,51
22.07. 18:00,Lebanon,Jordan,89,79
22.07. 15:00,Egypt,Syria,77,66
21.07. 15:00,Egypt,Iran,60,59
20.07. 06:00,Japan,Denmark,69,63
20.07. 06:00,South Korea,Qatar,95,78
18.07. 10:00,South Korea,Qatar,90,71
15.07. 17:30,Netherlands,China,76,84
11.07. 10:00,South Korea,Japan,91,77
06.07. 18:00,Spain U20,France U20,73,65
06.07. 15:45,Belgium U20,Lithuania U20,65,92
06.07. 15:00,Greece U20,Iceland U20,80,60
05.07. 18:00,Spain U20,Lithuania U20,62,43
05.07. 16:00,France U20,Belgium U20,91,43
05.07. 14:30,Finland U20,Ukraine U20,77,84
04.07. 18:00,Spain U20,Belgium U20,69,52
04.07. 16:00,Turkey U20,Austria U20,101,79
04.07. 15:45,Lithuania U20,France U20,54,76
04.07. 14:30,Finland U20,Ukraine U20,87,70
04.07. 13:00,Montenegro U20,Slovenia U20,48,61
04.07. 10:00AOT,Croatia U20,Great Britain U20,78,77
03.07. 16:00,Croatia U20,Austria U20,83,65
03.07. 12:00,Montenegro U20,Slovenia U20,69,67
03.07. 10:00,Turkey U20,Great Britain U20,68,47
02.07. 16:00,Great Britain U20,Austria U20,63,82
02.07. 13:00,Montenegro U20,Croatia U20,89,84
01.07. 16:00,Turkey U20,Croatia U20,87,84
01.07. 13:00,Slovenia U20,Great Britain U20,92,68
11.05. 03:10,New Zealand,Australia,106,97
09.05. 07:40,Australia,New Zealand,92,67
07.05. 10:25,Australia,New Zealand,80,68
