season,division,date,home,away,home_goals,away_goals,game_nr,team1_home,home_timediff,away_timediff,home_round,away_round,season_first,home_nr,away_nr
2017,2,2017-08-18,Czech Republic,Finland,83,62,144,1,2,6,8,6,0,20,26
2017,2,2017-08-18,Montenegro,Italy,66,67,145,1,5,5,7,4,0,49,40
2017,2,2017-08-18,Israel,Slovenia,89,84,146,1,5,5,6,9,0,39,65
2017,2,2017-08-19,Argentina,Colombia,78,59,147,1,6,7,3,1,0,2,17
2017,2,2017-08-19,Brazil,Uruguay,63,69,148,1,7,6,1,5,1,9,77
2017,2,2017-08-19,France,Montenegro,100,70,149,1,1,1,6,8,0,27,49
2017,2,2017-08-19,Slovenia,Turkey,84,86,150,1,1,3,10,4,0,65,73
2017,2,2017-08-19,Great Britain,Greece,84,88,151,1,6,7,8,4,0,30,31
2017,2,2017-08-19,Latvia,Lithuania,87,77,152,1,8,4,5,6,0,45,47
2017,2,2017-08-19,Belgium,Italy,80,60,153,1,1,1,13,5,0,7,40
2017,2,2017-08-19,Hungary,Iceland,81,66,154,1,6,6,12,12,0,33,34
2019,3,2017-08-19,Sweden,Slovakia,86,82,155,1,7,3,10,10,0,69,64
2017,2,2017-08-20,Argentina,Uruguay,92,74,156,1,1,1,4,6,0,2,77
2017,2,2017-08-20,Brazil,Colombia,72,58,157,1,1,1,2,2,0,9,17
2017,2,2017-08-20,France,Italy,88,63,158,1,1,1,7,6,0,27,40
2017,2,2017-08-20,Israel,Turkey,83,84,159,1,2,1,7,5,0,39,73
2017,2,2017-08-20,Spain,Venezuela,90,62,160,1,2,5,7,2,0,68,78
2017,2,2017-08-20,Montenegro,Belgium,78,64,161,1,1,1,9,14,0,49,7
2017,2,2017-08-20,Iceland,Hungary,67,82,162,1,1,1,13,13,0,34,33
2017,2,2017-08-21,Uruguay,Colombia,76,74,163,1,1,1,7,3,0,77,17
2017,2,2017-08-22,Argentina,Brazil,86,74,164,1,2,2,5,3,0,2,9
2017,2,2017-08-23,Belgium,Spain,72,88,165,1,3,3,15,8,0,7,68
2017,2,2017-08-23,Lithuania,Iceland,84,62,166,1,4,3,7,14,0,47,34
2017,2,2017-08-24,Great Britain,Hungary,82,64,167,1,5,4,9,14,0,30,33
2017,2,2017-08-24,Slovenia,Croatia,74,73,168,1,5,10,11,5,0,65,18
2017,2,2017-08-24,Turkey,Ukraine,79,55,169,1,4,10,6,9,0,73,76
2017,2,2017-08-24,Latvia,Czech Republic,103,69,170,1,5,6,6,9,0,45,20
2017,2,2017-08-24,Poland,Israel,74,77,171,1,13,4,10,8,0,56,39
2017,2,2017-08-25,Israel,Hungary,85,70,172,1,1,1,9,15,0,39,33
2017,2,2017-08-25,Finland,Russia,91,100,173,1,7,12,7,10,0,26,60
2017,2,2017-08-25,Ukraine,Montenegro,62,75,174,1,1,5,10,10,0,76,49
2017,2,2017-08-25,Lithuania,Spain,78,79,175,1,2,2,8,9,0,47,68
2017,2,2017-08-25,Poland,Great Britain,86,76,176,1,1,1,11,10,0,56,30
2017,2,2017-08-26,Turkey,Montenegro,84,70,177,1,2,1,7,11,0,73,49
2017,2,2017-08-26,Poland,Hungary,74,64,178,1,1,1,12,16,0,56,33
2017,2,2017-08-26,Great Britain,Israel,85,64,179,1,1,1,11,10,0,30,39
2017,2,2017-08-27,Germany,France,79,85,180,1,14,7,11,8,0,29,27
2017,1,2017-08-31,Italy,Israel,69,48,181,0,11,5,7,11,0,40,39
2017,1,2017-08-31,France,Finland,84,86,182,0,4,6,9,8,0,27,26
2017,1,2017-08-31,Lithuania,Georgia,77,79,183,0,6,18,9,10,0,47,28
2017,1,2017-08-31,Iceland,Greece,61,90,184,0,8,12,15,5,0,34,31
2017,1,2017-08-31,Germany,Ukraine,75,63,185,0,4,6,12,11,0,29,76
2017,1,2017-08-31,Slovenia,Poland,90,81,186,0,7,5,12,13,0,65,56
2017,1,2017-09-01,Turkey,Russia,73,76,187,0,6,7,8,11,0,73,60
2017,1,2017-09-01,Spain,Montenegro,99,60,188,0,7,6,10,12,0,68,49
2017,1,2017-09-01,Serbia,Latvia,92,82,189,0,19,8,3,7,0,63,45
2017,1,2017-09-01,Hungary,Croatia,58,67,190,0,6,8,17,6,0,33,18
2017,1,2017-09-01,Belgium,Great Britain,103,90,191,0,9,6,16,12,0,7,30
2017,1,2017-09-02,Israel,Lithuania,73,88,192,0,2,2,12,10,0,39,47
2017,1,2017-09-02,Great Britain,Turkey,70,84,193,0,1,1,13,9,0,30,73
2017,1,2017-09-02,Finland,Slovenia,78,81,194,0,2,2,9,13,0,26,65
2017,1,2017-09-02,Ukraine,Italy,66,78,195,0,2,2,12,8,0,76,40
2017,1,2017-09-02,Czech Republic,Spain,56,93,196,0,9,1,10,11,0,20,68
2017,1,2017-09-02,Russia,Serbia,75,72,197,0,1,1,12,4,0,60,63
2017,1,2017-09-02,Greece,France,87,95,198,0,2,2,6,10,0,31,27
2017,1,2017-09-02,Georgia,Germany,57,67,199,0,2,2,11,13,0,28,29
2017,1,2017-09-02,Montenegro,Hungary,72,48,200,0,1,1,13,18,0,49,33
2017,1,2017-09-02,Latvia,Belgium,92,64,201,0,1,1,8,17,0,45,7
2017,1,2017-09-02,Poland,Iceland,91,61,202,0,2,2,14,16,0,56,34
2017,1,2017-09-03,Germany,Israel,80,82,203,0,1,1,14,13,0,29,39
2017,1,2017-09-03,Finland,Poland,90,87,204,0,1,1,10,15,0,26,56
2017,1,2017-09-03,Lithuania,Italy,78,73,205,0,1,1,11,9,0,47,40
2017,1,2017-09-03,Slovenia,Greece,78,72,206,0,1,1,14,7,0,65,31
2017,1,2017-09-03,Georgia,Ukraine,81,88,207,0,1,1,12,13,0,28,76
2017,1,2017-09-03,France,Iceland,115,79,208,0,1,1,11,17,0,27,34
2017,1,2017-09-04,Serbia,Turkey,80,74,209,0,2,2,5,10,0,63,73
2017,1,2017-09-04,Montenegro,Croatia,72,76,210,0,2,3,14,7,0,49,18
2017,1,2017-09-04,Belgium,Russia,67,76,211,0,2,2,18,13,0,7,60
2017,1,2017-09-04,Hungary,Czech Republic,85,73,212,0,2,2,19,11,0,33,20
2017,1,2017-09-04,Latvia,Great Britain,97,92,213,0,2,2,9,14,0,45,30
2017,1,2017-09-05,Israel,Georgia,91,104,214,0,2,2,14,13,0,39,28
2017,1,2017-09-05,Turkey,Belgium,78,65,215,0,1,1,11,19,0,73,7
2017,1,2017-09-05,Greece,Finland,77,89,216,0,2,2,8,11,0,31,26
2017,1,2017-09-05,Italy,Germany,55,61,217,0,2,2,10,15,0,40,29
2017,1,2017-09-05,Croatia,Spain,73,79,218,0,1,3,8,12,0,18,68
2017,1,2017-09-05,Great Britain,Serbia,68,82,219,0,1,1,15,6,0,30,63
2017,1,2017-09-05,Poland,France,75,78,220,0,2,2,16,12,0,56,27
2017,1,2017-09-05,Ukraine,Lithuania,62,94,221,0,2,2,14,12,0,76,47
2017,1,2017-09-05,Czech Republic,Montenegro,75,88,222,0,1,1,12,15,0,20,49
2017,1,2017-09-05,Russia,Latvia,69,84,223,0,1,1,14,10,0,60,45
2017,1,2017-09-05,Iceland,Slovenia,75,102,224,0,2,2,18,15,0,34,65
2017,1,2017-09-06,Finland,Iceland,83,79,225,0,1,1,12,19,0,26,34
2017,1,2017-09-06,Israel,Ukraine,64,88,226,0,1,1,15,15,0,39,76
2017,1,2017-09-06,Georgia,Italy,69,71,227,0,1,1,14,11,0,28,40
2017,1,2017-09-06,Greece,Poland,95,77,228,0,1,1,9,17,0,31,56
2017,1,2017-09-06,Germany,Lithuania,72,89,229,0,1,1,16,13,0,29,47
2017,1,2017-09-06,Slovenia,France,95,78,230,0,1,1,16,13,0,65,27
2017,1,2017-09-07,Latvia,Turkey,89,79,231,0,2,2,11,12,0,45,73
2017,1,2017-09-07,Belgium,Serbia,54,74,232,0,2,2,20,7,0,7,63
2017,1,2017-09-07,Hungary,Spain,64,87,233,0,3,2,20,13,0,33,68
2017,1,2017-09-07,Czech Republic,Croatia,69,107,234,0,2,2,13,9,0,20,18
2017,1,2017-09-07,Russia,Great Britain,82,70,235,0,2,2,15,16,0,60,30
2017,1,2017-09-09,Lithuania,Greece,64,77,236,0,3,3,14,10,0,47,31
2017,1,2017-09-09,Finland,Italy,57,70,237,0,3,3,13,12,0,26,40
2017,1,2017-09-09,Germany,France,84,81,238,0,3,3,17,14,0,29,27
2017,1,2017-09-09,Slovenia,Ukraine,79,55,239,0,3,3,17,16,0,65,76
2017,1,2017-09-10,Croatia,Russia,78,101,240,0,3,3,10,16,0,18,60
2017,1,2017-09-10,Spain,Turkey,73,56,241,0,3,3,14,13,0,68,73
2017,1,2017-09-10,Serbia,Hungary,86,78,242,0,3,3,8,21,0,63,33
2017,1,2017-09-10,Latvia,Montenegro,100,68,243,0,3,5,12,16,0,45,49
2017,1,2017-09-12,Slovenia,Latvia,103,97,244,0,3,2,18,13,0,65,45
2017,1,2017-09-12,Germany,Spain,72,84,245,0,3,2,18,15,0,29,68
2017,1,2017-09-13,Italy,Serbia,67,83,246,0,4,3,13,9,0,40,63
2017,1,2017-09-13,Greece,Russia,69,74,247,0,4,3,11,17,0,31,60
2017,1,2017-09-14,Spain,Slovenia,72,92,248,0,2,2,16,19,0,68,65
2017,1,2017-09-15,Russia,Serbia,79,87,249,0,2,2,18,10,0,60,63
2017,1,2017-09-17,Slovenia,Serbia,93,85,250,0,3,2,20,11,0,65,63
2017,1,2017-09-17,Spain,Russia,93,85,251,0,3,2,17,19,0,68,60
2017,2,2017-10-06,Saudi Arabia,Bahrain,75,72,252,1,7,7,1,1,1,61,6
2019,3,2017-11-23,Uruguay,Panama,86,73,253,1,94,7,8,1,1,77,54
2019,3,2017-11-23,Lebanon,India,107,72,254,1,7,7,1,1,1,46,35
2019,3,2017-11-23,Syria,Jordan,72,109,255,1,7,7,1,1,1,71,43
2019,3,2017-11-23,New Zealand,South Korea,80,86,256,1,100,7,2,1,1,51,66
2019,3,2017-11-24,Belgium,France,59,70,257,1,78,76,21,15,1,7,27
2019,3,2017-11-24,Great Britain,Greece,92,95,258,1,78,72,17,12,1,30,31
2019,3,2017-11-24,Montenegro,Spain,66,79,259,1,75,68,17,18,1,49,68
2019,3,2017-11-24,Netherlands,Croatia,68,61,260,1,100,75,14,11,0,50,18
2019,3,2017-11-24,Serbia,Austria,85,64,261,1,68,100,12,12,1,63,4
2019,3,2017-11-24,Germany,Georgia,79,70,262,1,73,79,19,15,1,29,28
2019,3,2017-11-24,Sweden,Ukraine,76,84,263,1,97,76,11,17,0,69,76
2019,3,2017-11-24,Bosnia & Herzegovina,Russia,81,76,264,1,100,68,12,20,0,8,60
2019,3,2017-11-24,Poland,Hungary,70,60,265,1,79,75,18,22,1,56,33
2019,3,2017-11-24,Guinea,Tunisia,56,96,266,1,7,100,1,6,1,32,72
2019,3,2017-11-24,Iraq,Iran,74,66,267,1,7,100,1,4,1,38,37
2019,3,2017-11-24,Bulgaria,Finland,80,82,268,1,100,76,10,14,0,10,26
2019,3,2017-11-24,Czech Republic,Iceland,89,69,269,1,78,79,14,20,1,20,34
2019,3,2017-11-24,Turkey,Latvia,85,73,270,1,75,73,14,14,1,73,45
2019,3,2017-11-24,Qatar,Kazakhstan,70,82,271,1,7,7,1,1,1,59,44
2019,3,2017-11-24,D.R. Congo,Egypt,61,65,272,1,7,7,1,1,1,21,24
2019,3,2017-11-24,Israel,Estonia,88,68,273,1,79,100,16,10,1,39,25
2019,3,2017-11-24,Japan,Philippines,71,77,274,1,100,7,3,1,1,42,55
2019,3,2017-11-24,Puerto Rico,USA,78,85,275,1,7,7,1,1,1,58,74
2019,3,2017-11-25,Cameroon,Guinea,116,78,276,1,7,1,1,2,1,11,32
2019,3,2017-11-25,Egypt,Angola,64,68,277,1,1,100,2,2,0,24,1
2019,3,2017-11-25,Canada,Bahamas,93,69,278,1,7,7,1,1,1,12,5
2019,3,2017-11-25,Venezuela,Colombia,85,71,279,1,97,96,3,4,1,78,17
2019,3,2017-11-25,Chile,Brazil,73,86,280,1,7,95,1,4,1,15,9
2019,3,2017-11-26,USA,Mexico,91,55,281,1,2,7,2,1,0,74,48
2019,3,2017-11-26,Panama,Argentina,59,68,282,1,3,96,2,6,0,54,2
2019,3,2017-11-26,Cameroon,Tunisia,66,67,283,1,1,2,2,7,0,11,72
2019,3,2017-11-26,Spain,Slovenia,92,84,284,1,2,70,19,21,0,68,65
2019,3,2017-11-26,Lithuania,Poland,75,55,285,1,78,2,15,19,1,47,56
2019,3,2017-11-26,D.R. Congo,Angola,64,73,286,1,2,1,2,3,0,21,1
2019,3,2017-11-26,Jordan,Lebanon,87,83,287,1,3,3,2,2,0,43,46
2019,3,2017-11-26,Croatia,Italy,64,80,288,1,2,74,12,14,0,18,40
2019,3,2017-11-26,Ukraine,Turkey,60,67,289,1,2,2,18,15,0,76,73
2019,3,2017-11-26,Latvia,Sweden,82,73,290,1,2,2,15,12,0,45,69
2019,3,2017-11-26,India,Syria,57,74,291,1,3,3,2,2,0,35,71
2019,3,2017-11-26,South Korea,China,81,92,292,1,3,100,2,4,0,66,16
2019,3,2017-11-27,Brazil,Venezuela,72,60,293,1,2,2,5,4,0,9,78
2019,3,2017-11-27,France,Bosnia & Herzegovina,84,65,294,1,3,3,16,13,0,27,8
2019,3,2017-11-27,Iceland,Bulgaria,74,77,295,1,3,3,21,11,0,34,10
2019,3,2017-11-27,Austria,Germany,49,90,296,1,3,3,13,20,0,4,29
2019,3,2017-11-27,Serbia,Georgia,105,87,297,1,3,3,13,16,0,63,28
2019,3,2017-11-27,Estonia,Great Britain,73,70,298,1,3,3,11,18,0,25,30
2019,3,2017-11-27,Finland,Czech Republic,56,64,299,1,3,3,15,15,0,26,20
2019,3,2017-11-27,Greece,Israel,82,61,300,1,3,3,13,17,0,31,39
2019,3,2017-11-27,Kazakhstan,Iraq,82,76,301,1,3,3,2,2,0,44,38
2019,3,2017-11-27,Russia,Belgium,76,69,302,1,3,3,21,22,0,60,7
2019,3,2017-11-27,Iran,Qatar,65,39,303,1,3,3,5,2,0,37,59
2019,3,2017-11-27,Australia,Japan,82,58,304,1,7,3,1,4,1,3,42
2019,3,2017-11-28,Colombia,Chile,69,74,305,1,3,3,5,2,0,17,15
2019,3,2017-11-28,Dominican Republic,Canada,88,76,306,1,7,3,1,2,1,23,12
2019,3,2018-02-22,Brazil,Colombia,84,49,307,1,87,86,6,6,0,9,17
2019,3,2018-02-22,Iraq,Qatar,66,77,308,1,87,87,3,3,0,38,59
2019,3,2018-02-22,Kazakhstan,Iran,54,75,309,1,87,87,3,6,0,44,37
2019,3,2018-02-22,Australia,Philippines,84,68,310,1,87,90,2,2,0,3,55
2019,3,2018-02-23,France,Russia,75,74,311,1,88,88,17,22,0,27,60
2019,3,2018-02-23,Iceland,Finland,81,76,312,1,88,88,22,16,0,34,26
