season,division,date,home,away,home_goals,away_goals,game_nr,team1_home
2022,1,2022-09-06,Israel,Serbia,78,89,1363,0
2022,1,2022-09-06,Italy,Croatia,81,76,1364,0
2022,1,2022-09-06,Germany,Slovenia,80,88,1365,0
2022,1,2022-09-06,Georgia,Bulgaria,80,92,1366,0
2022,1,2022-09-06,Finland,Czech Republic,98,88,1367,0
2022,1,2022-09-06,Hungary,Lithuania,64,87,1368,0
2022,1,2022-09-06,Greece,Ukraine,99,79,1369,0
2022,1,2022-09-06,Montenegro,Spain,65,82,1370,0
2022,1,2022-09-06,Bosnia & Herzegovina,France,68,81,1371,0
2022,1,2022-09-06,Estonia,Great Britain,94,62,1372,0
2022,1,2022-09-06,Netherlands,Poland,69,75,1373,0
2022,1,2022-09-06,Belgium,Turkey,63,78,1374,0
2022,1,2022-09-07,Hungary,Germany,71,106,1375,0
2022,1,2022-09-07,Georgia,Montenegro,73,81,1376,0
2022,1,2022-09-07,France,Slovenia,82,88,1377,0
2022,1,2022-09-07,Bulgaria,Belgium,80,89,1378,0
2022,1,2022-09-07,Lithuania,Bosnia & Herzegovina,87,70,1379,0
2022,1,2022-09-07,Turkey,Spain,69,72,1380,0
2022,1,2022-09-08,Great Britain,Italy,56,90,1381,0
2022,1,2022-09-08,Serbia,Poland,96,69,1382,0
2022,1,2022-09-08,Czech Republic,Israel,88,77,1383,0
2022,1,2022-09-08,Estonia,Greece,69,90,1384,0
2022,1,2022-09-08,Croatia,Ukraine,90,85,1385,0
2022,1,2022-09-08,Finland,Netherlands,88,67,1386,0
2022,1,2022-09-10,Spain,Lithuania,102,94,1387,0
2022,1,2022-09-10,Germany,Montenegro,85,79,1388,0
2022,1,2022-09-10,Slovenia,Belgium,88,72,1389,0
2022,1,2022-09-10,Turkey,France,86,87,1390,0
2022,1,2022-09-11,Greece,Czech Republic,94,88,1391,0
2022,1,2022-09-11,Serbia,Italy,86,94,1392,0
2022,1,2022-09-11,Finland,Croatia,94,86,1393,0
2022,1,2022-09-11,Ukraine,Poland,86,94,1394,0
2022,1,2022-09-13,Germany,Greece,107,96,1395,0
2022,1,2022-09-13,Spain,Finland,100,90,1396,0
2022,1,2022-09-14,Slovenia,Poland,87,90,1397,0
2022,1,2022-09-14,France,Italy,93,85,1398,0
2022,1,2022-09-16,Germany,Spain,91,96,1399,0
2022,1,2022-09-16,Poland,France,54,95,1400,0
2022,1,2022-09-18,Spain,France,88,76,1401,0
2022,1,2022-09-18,Germany,Poland,82,69,1402,0
2023,3,2022-11-10,Lebanon,New Zealand,77,65,1403,1
2023,3,2022-11-10,Jordan,Philippines,66,74,1404,1
2023,3,2022-11-10,Saudi Arabia,India,85,54,1405,1
2023,3,2022-11-11,USA,Brazil,79,94,1406,1
2023,3,2022-11-11,Italy,Spain,84,88,1407,1
2023,3,2022-11-11,Iceland,Georgia,85,88,1408,1
2023,3,2022-11-11,Bosnia & Herzegovina,Hungary,83,78,1409,1
2023,3,2022-11-11,Great Britain,Serbia,68,74,1410,1
2023,3,2022-11-11,Germany,Finland,94,80,1411,1
2023,3,2022-11-11,Netherlands,Ukraine,77,96,1412,1
2023,3,2022-11-11,Turkey,Belgium,86,52,1413,1
2023,3,2022-11-11,Lithuania,France,65,90,1414,1
2023,3,2022-11-11,Czech Republic,Montenegro,56,65,1415,1
2023,3,2022-11-11,Estonia,Sweden,82,87,1416,1
2023,3,2022-11-11,Greece,Latvia,60,80,1417,1
2023,3,2022-11-11,Bahrain,Japan,74,87,1418,1
2023,3,2022-11-11,Kazakhstan,Australia,50,97,1419,1
2023,3,2022-11-11,Iran,China,72,81,1420,1
2023,3,2022-11-11,Israel,Slovenia,62,75,1421,1
2023,3,2022-11-11,Canada,Venezuela,94,56,1422,1
2023,3,2022-11-11,Dominican Republic,Argentina,80,69,1423,1
2023,3,2022-11-12,Mexico,Uruguay,80,60,1424,1
2023,3,2022-11-12,Bahamas,Panama,83,79,1425,1
2023,3,2022-11-12,Puerto Rico,Colombia,91,79,1426,1
2023,3,2022-11-13,Dominican Republic,Venezuela,72,68,1427,1
2023,3,2022-11-13,Lebanon,India,103,74,1428,1
2023,3,2022-11-13,Jordan,New Zealand,92,75,1429,1
2023,3,2022-11-13,Saudi Arabia,Philippines,63,76,1430,1
2023,3,2022-11-14,Belgium,Greece,70,72,1431,1
2023,3,2022-11-14,France,Bosnia & Herzegovina,92,56,1432,1
2023,3,2022-11-14,Spain,Netherlands,84,72,1433,1
2023,3,2022-11-14,Serbia,Turkey,77,76,1434,1
2023,3,2022-11-14,Sweden,Israel,71,68,1435,1
2023,3,2022-11-14,Montenegro,Lithuania,56,65,1436,1
2023,3,2022-11-14,Latvia,Great Britain,79,63,1437,1
2023,3,2022-11-14,Hungary,Czech Republic,83,69,1438,1
2023,3,2022-11-14,Slovenia,Germany,81,75,1439,1
2023,3,2022-11-14,Finland,Estonia,91,71,1440,1
2023,3,2022-11-14,Bahrain,China,67,80,1441,1
2023,3,2022-11-14,Georgia,Italy,84,85,1442,1
2023,3,2022-11-14,Kazakhstan,Japan,61,81,1443,1
2023,3,2022-11-14,Ukraine,Iceland,79,72,1444,1
2023,3,2022-11-14,Iran,Australia,20,0,1445,1
2023,3,2022-11-14,Bahamas,Argentina,76,80,1446,1
2023,3,2022-11-14,Canada,Panama,112,71,1447,1
2023,3,2022-11-15,Mexico,Brazil,56,102,1448,1
2023,3,2022-11-15,Puerto Rico,Uruguay,76,68,1449,1
2023,3,2022-11-15,USA,Colombia,88,81,1450,1
2023,3,2023-02-23,Venezuela,Bahamas,115,70,1451,1
2023,3,2023-02-23,Brazil,Puerto Rico,90,92,1452,1
2023,3,2023-02-23,Italy,Ukraine,85,75,1453,1
2023,3,2023-02-23,Iceland,Spain,61,80,1454,1
2023,3,2023-02-23,Bosnia & Herzegovina,Montenegro,74,66,1455,1
2023,3,2023-02-23,Netherlands,Georgia,80,88,1456,1
2023,3,2023-02-23,Czech Republic,France,59,72,1457,1
2023,3,2023-02-23,Lithuania,Hungary,89,64,1458,1
2023,3,2023-02-23,China,Kazakhstan,71,59,1459,1
2023,3,2023-02-23,Australia,Bahrain,83,51,1460,1
2023,3,2023-02-23,Japan,Iran,96,61,1461,1
2023,3,2023-02-24,Great Britain,Belgium,59,88,1462,1
2023,3,2023-02-24,Germany,Sweden,73,66,1463,1
2023,3,2023-02-24,Uganda,Angola,49,82,1464,1
2023,3,2023-02-24,Tunisia,Egypt,67,71,1465,1
2023,3,2023-02-24,Greece,Serbia,97,92,1466,1
2023,3,2023-02-24,Turkey,Latvia,74,83,1467,1
2023,3,2023-02-24,Cape Verde,Guinea,78,70,1468,1
2023,3,2023-02-24,Estonia,Slovenia,79,78,1469,1
2023,3,2023-02-24,South Sudan,Senegal,83,75,1470,1
2023,3,2023-02-24,Nigeria,Ivory Coast,72,63,1471,1
2023,3,2023-02-24,India,Jordan,63,98,1472,1
2023,3,2023-02-24,Israel,Finland,95,97,1473,1
2023,3,2023-02-24,Cameroon,D.R. Congo,85,56,1474,1
2023,3,2023-02-24,Philippines,Lebanon,107,96,1475,1
2023,3,2023-02-24,New Zealand,Saudi Arabia,110,63,1476,1
2023,3,2023-02-24,Argentina,Canada,83,72,1477,1
2023,3,2023-02-24,Colombia,Mexico,54,113,1478,1
2023,3,2023-02-24,Panama,Dominican Republic,67,93,1479,1
2023,3,2023-02-24,Uruguay,USA,77,88,1480,1
2023,3,2023-02-25,Angola,Cape Verde,80,67,1481,1
2023,3,2023-02-25,Egypt,Cameroon,63,71,1482,1
2023,3,2023-02-25,Ivory Coast,Uganda,89,44,1483,1
2023,3,2023-02-25,Senegal,Tunisia,53,70,1484,1
2023,3,2023-02-25,Guinea,Nigeria,59,62,1485,1
2023,3,2023-02-25,D.R. Congo,South Sudan,61,82,1486,1
2023,3,2023-02-26,Hungary,Bosnia & Herzegovina,87,77,1487,1
2023,3,2023-02-26,Montenegro,Czech Republic,88,70,1488,1
2023,3,2023-02-26,Nigeria,Angola,59,65,1489,1
2023,3,2023-02-26,South Sudan,Egypt,97,77,1490,1
2023,3,2023-02-26,France,Lithuania,70,63,1491,1
2023,3,2023-02-26,Spain,Italy,68,72,1492,1
2023,3,2023-02-26,Georgia,Iceland,77,80,1493,1
2023,3,2023-02-26,Ukraine,Netherlands,72,56,1494,1
2023,3,2023-02-26,Cape Verde,Ivory Coast,79,64,1495,1
2023,3,2023-02-26,Tunisia,D.R. Congo,68,72,1496,1
2023,3,2023-02-26,Cameroon,Senegal,63,89,1497,1
2023,3,2023-02-26,Uganda,Guinea,47,88,1498,1
2023,3,2023-02-26,Japan,Bahrain,95,72,1499,1
2023,3,2023-02-26,Australia,Kazakhstan,98,53,1500,1
2023,3,2023-02-26,China,Iran,86,74,1501,1
2023,3,2023-02-27,Belgium,Turkey,54,82,1502,1
2023,3,2023-02-27,Serbia,Great Britain,101,83,1503,1
2023,3,2023-02-27,Sweden,Estonia,71,72,1504,1
2023,3,2023-02-27,Latvia,Greece,67,57,1505,1
2023,3,2023-02-27,Slovenia,Israel,79,87,1506,1
2023,3,2023-02-27,Finland,Germany,81,87,1507,1
2023,3,2023-02-27,India,Saudi Arabia,60,71,1508,1
2023,3,2023-02-27,Philippines,Jordan,90,91,1509,1
2023,3,2023-02-27,New Zealand,Lebanon,106,91,1510,1
2023,3,2023-02-27,Argentina,Dominican Republic,75,79,1511,1
2023,3,2023-02-27,Brazil,USA,83,76,1512,1
2023,3,2023-02-27,Colombia,Puerto Rico,80,87,1513,1
2023,3,2023-02-27,Panama,Bahamas,88,66,1514,1
2023,3,2023-02-27,Uruguay,Mexico,69,82,1515,1
2023,3,2023-02-27,Venezuela,Canada,57,74,1516,1
2023,2,2023-07-20,Mexico,Colombia,93,64,1517,1
2023,2,2023-07-22,Lithuania,Jordan,93,75,1518,1
2023,2,2023-07-22,Japan,South Korea,69,76,1519,1
2023,2,2023-07-23,Japan,South Korea,85,80,1520,1
2023,2,2023-07-23,Mexico,Colombia,76,60,1521,1
2023,2,2023-07-24,Lithuania,Jordan,101,75,1522,1
2023,2,2023-07-25,Slovenia,China,75,73,1523,1
2023,2,2023-07-26,Lebanon,Iran,73,66,1524,1
2023,2,2023-07-27,Portugal,Ivory Coast,68,79,1525,1
2023,2,2023-07-27,Lebanon,Iran,81,77,1526,1
2023,2,2023-07-28,Portugal,Jordan,75,70,1527,1
2023,2,2023-07-28,Ivory Coast,Czech Republic,97,81,1528,1
2023,2,2023-07-28,Hungary,Israel,68,90,1529,1
2023,2,2023-07-29,Ivory Coast,Jordan,71,74,1530,1
2023,2,2023-07-29,Lithuania,Ukraine,100,72,1531,1
2023,2,2023-07-29,Portugal,Czech Republic,91,79,1532,1
2023,2,2023-07-29,Israel,Iceland,79,81,1533,1
2023,2,2023-07-29,Georgia,Egypt,76,81,1534,1
2023,2,2023-07-29,Mexico,Argentina,81,75,1535,1
2023,2,2023-07-30,Jordan,Czech Republic,79,80,1536,1
2023,2,2023-07-30,Hungary,Iceland,73,69,1537,1
2023,2,2023-07-31,France,Tunisia,93,36,1538,1
2023,2,2023-07-31,Ukraine,Sweden,74,72,1539,1
2023,2,2023-08-01,Argentina,Venezuela,66,65,1540,1
2023,2,2023-08-01,Lithuania,Georgia,104,102,1541,1
2023,2,2023-08-01,Mexico,Argentina,84,75,1542,1
2023,2,2023-08-02,France,Montenegro,80,69,1543,1
2023,2,2023-08-02,Slovenia,Greece,91,98,1544,1
2023,2,2023-08-02,Latvia,Sweden,87,77,1545,1
2023,2,2023-08-02,Japan,New Zealand,79,72,1546,1
2023,2,2023-08-03,Hungary,Estonia,73,90,1547,1
2023,2,2023-08-04,Spain,Venezuela,87,57,1548,1
2023,2,2023-08-04,Italy,Turkey,90,89,1549,1
2023,2,2023-08-04,Finland,Lithuania,81,79,1550,1
2023,2,2023-08-04,Jordan,Portugal,69,61,1551,1
2023,2,2023-08-04,Cape Verde,China,66,86,1552,1
2023,2,2023-08-04,Greece,Slovenia,88,77,1553,1
2023,2,2023-08-04,Netherlands,Israel,66,66,1554,1
2023,2,2023-08-04,Czech Republic,Argentina,87,101,1555,1
2023,2,2023-08-04,Mexico,Angola,78,76,1556,1
2023,2,2023-08-04,Hungary,Estonia,71,85,1557,1
2023,2,2023-08-04,Japan,New Zealand,75,94,1558,1
2023,2,2023-08-05,Italy,China,79,61,1559,1
2023,2,2023-08-05,Germany,Sweden,87,68,1560,1
2023,2,2023-08-05,Jordan,Angola,70,56,1561,1
2023,2,2023-08-05,Cape Verde,Turkey,63,90,1562,1
2023,2,2023-08-05,Ukraine,Israel,75,69,1563,1
2023,2,2023-08-05,Argentina,Belgium,84,85,1564,1
2023,2,2023-08-05,Latvia,Georgia,82,57,1565,1
2023,2,2023-08-05,Portugal,Mexico,71,79,1566,1
2023,2,2023-08-05,Indonesia,Syria,76,82,1567,1
2023,2,2023-08-05,Dominican Republic,Puerto Rico,86,93,1568,1
2023,2,2023-08-06,Chile,Argentina,68,70,1569,1
2023,2,2023-08-06,Belgium,Czech Republic,75,73,1570,1
2023,2,2023-08-06,North Macedonia,Poland,52,84,1571,1
2023,2,2023-08-07,France,Venezuela,86,67,1572,1
2023,2,2023-08-07,Jordan,Mexico,86,72,1573,1
2023,2,2023-08-07,Angola,Portugal,67,72,1574,1
2023,2,2023-08-07,Russia,Iran,72,59,1575,1
2023,2,2023-08-07,Ukraine,Netherlands,75,76,1576,1
2023,2,2023-08-08,Turkey,Poland,87,84,1577,1
2023,2,2023-08-08,Greece,Serbia,64,71,1578,1
2023,2,2023-08-08,Slovenia,Montenegro,104,100,1579,1
2023,2,2023-08-08,USA,Puerto Rico,117,74,1580,1
2023,2,2023-08-09,France,Lithuania,90,72,1581,1
2023,2,2023-08-09,Germany,Canada,86,81,1582,1
2023,2,2023-08-09,Serbia,Italy,88,89,1583,1
2023,2,2023-08-09,Finland,Estonia,86,80,1584,1
2023,2,2023-08-09,Russia,Iran,71,57,1585,1
2023,2,2023-08-09,Turkey,Poland,98,73,1586,1
2023,2,2023-08-10,Greece,Italy,70,74,1587,1
2023,2,2023-08-11,Spain,Slovenia,99,79,1588,1
2023,2,2023-08-11,Lithuania,France,70,76,1589,1
2023,2,2023-08-11,Latvia,Dominican Republic,74,69,1590,1
2023,2,2023-08-12,USA,Slovenia,92,62,1591,1
2023,2,2023-08-12,Georgia,Jordan,86,69,1592,1
2023,2,2023-08-12,Iran,Montenegro,66,81,1593,1
2023,2,2023-08-13,Spain,USA,88,98,1594,1
2023,2,2023-08-13,Italy,Puerto Rico,98,65,1595,1
2023,2,2023-08-13,Georgia,Montenegro,84,79,1596,1
2023,2,2023-08-13,Iran,Jordan,81,73,1597,1
2023,2,2023-08-14,Lithuania,Finland,84,80,1598,1
2023,2,2023-08-14,Georgia,Iran,84,72,1599,1
2023,2,2023-08-14,Australia,Venezuela,97,41,1600,1
2023,2,2023-08-14,Brazil,South Sudan,85,75,1601,1
2023,2,2023-08-15,Lebanon,Ivory Coast,67,77,1602,1
2023,2,2023-08-15,Japan,Angola,75,65,1603,1
2023,2,2023-08-16,Serbia,Puerto Rico,110,75,1604,1
2023,2,2023-08-16,Latvia,Finland,94,57,1605,1
2023,2,2023-08-16,South Sudan,Venezuela,80,61,1606,1
2023,2,2023-08-16,Australia,Brazil,86,90,1607,1
2023,2,2023-08-17,Spain,Canada,80,85,1608,1
2023,2,2023-08-17,Lebanon,Egypt,70,64,1609,1
2023,2,2023-08-17,Japan,France,70,88,1610,1
2023,2,2023-08-17,Australia,South Sudan,88,67,1611,1
2023,2,2023-08-17,Venezuela,Brazil,71,83,1612,1
2023,2,2023-08-18,Canada,Dominican Republic,88,94,1613,1
2023,2,2023-08-18,USA,Greece,108,86,1614,1
2023,2,2023-08-18,Lebanon,Mexico,70,88,1615,1
2023,2,2023-08-18,Philippines,Ivory Coast,85,62,1616,1
2023,2,2023-08-19,Spain,Dominican Republic,86,77,1617,1
2023,2,2023-08-19,Greece,Germany,71,84,1618,1
2023,2,2023-08-19,Japan,Slovenia,68,103,1619,1
2023,2,2023-08-19,Lithuania,Puerto Rico,93,80,1620,1
2023,2,2023-08-20,USA,Germany,99,91,1621,1
2023,2,2023-08-20,Philippines,Montenegro,87,102,1622,1
2023,2,2023-08-20,South Sudan,Iran,77,71,1623,1
2023,2,2023-08-20,Serbia,China,87,64,1624,1
2023,2,2023-08-20,Venezuela,Jordan,87,89,1625,1
2023,2,2023-08-20,Italy,Brazil,93,87,1626,1
2023,2,2023-08-20,Latvia,Puerto Rico,84,72,1627,1
2023,2,2023-08-20,France,Australia,74,78,1628,1
2023,2,2023-08-21,Philippines,Mexico,77,84,1629,1
2023,2,2023-08-21,Serbia,Brazil,89,85,1630,1
2023,2,2023-08-21,Venezuela,Iran,87,89,1631,1
2023,2,2023-08-21,Italy,New Zealand,88,81,1632,1
2023,2,2023-08-22,Jordan,South Sudan,82,91,1633,1
2023,2,2023-08-22,Lithuania,Latvia,93,69,1634,1
2023,2,2023-08-22,Georgia,Australia,81,86,1635,1
2023,3,2023-08-25,Canada,France,95,65,1636,0
2023,3,2023-08-25,Egypt,Lithuania,67,93,1637,0
2023,3,2023-08-25,Germany,Japan,81,63,1638,0
2023,3,2023-08-25,Dominican Republic,Philippines,87,81,1639,0
2023,3,2023-08-25,Latvia,Lebanon,109,70,1640,0
2023,3,2023-08-25,Mexico,Montenegro,71,91,1641,0
2023,3,2023-08-25,Angola,Italy,67,81,1642,0
2023,3,2023-08-25,Finland,Australia,72,98,1643,0
2023,3,2023-08-26,Spain,Ivory Coast,94,64,1644,0
2023,3,2023-08-26,USA,New Zealand,99,72,1645,0
2023,3,2023-08-26,Serbia,China,105,63,1646,0
2023,3,2023-08-26,Slovenia,Venezuela,100,85,1647,0
2023,3,2023-08-26,Iran,Brazil,59,100,1648,0
2023,3,2023-08-26,Jordan,Greece,71,92,1649,0
2023,3,2023-08-26,Cape Verde,Georgia,60,85,1650,0
2023,3,2023-08-26,South Sudan,Puerto Rico,96,101,1651,0
2023,3,2023-08-27,France,Latvia,86,88,1652,0
2023,3,2023-08-27,Lithuania,Mexico,96,66,1653,0
2023,3,2023-08-27,Japan,Finland,98,88,1654,0
2023,3,2023-08-27,Philippines,Angola,70,80,1655,0
2023,3,2023-08-27,Lebanon,Canada,73,128,1656,0
2023,3,2023-08-27,Montenegro,Egypt,89,74,1657,0
2023,3,2023-08-27,Australia,Germany,82,85,1658,0
2023,3,2023-08-27,Italy,Dominican Republic,82,87,1659,0
2023,3,2023-08-28,Brazil,Spain,78,96,1660,0
2023,3,2023-08-28,Greece,USA,81,109,1661,0
2023,3,2023-08-28,Puerto Rico,Serbia,77,94,1662,0
2023,3,2023-08-28,Georgia,Slovenia,67,88,1663,0
2023,3,2023-08-28,Ivory Coast,Iran,71,69,1664,0
2023,3,2023-08-28,New Zealand,Jordan,95,87,1665,0
2023,3,2023-08-28,China,South Sudan,69,89,1666,0
2023,3,2023-08-28,Venezuela,Cape Verde,75,81,1667,0
2023,3,2023-08-29,Canada,Latvia,101,75,1668,0
2023,3,2023-08-29,Montenegro,Lithuania,71,91,1669,0
2023,3,2023-08-29,Philippines,Italy,83,90,1670,0
2023,3,2023-08-29,Australia,Japan,109,89,1671,0
2023,3,2023-08-29,Lebanon,France,79,85,1672,0
2023,3,2023-08-29,Egypt,Mexico,100,72,1673,0
2023,3,2023-08-29,Angola,Dominican Republic,67,75,1674,0
2023,3,2023-08-29,Germany,Finland,101,75,1675,0
2023,3,2023-08-30,Iran,Spain,65,85,1676,0
2023,3,2023-08-30,Greece,New Zealand,83,74,1677,0
2023,3,2023-08-30,China,Puerto Rico,89,107,1678,0
2023,3,2023-08-30,Slovenia,Cape Verde,92,77,1679,0
2023,3,2023-08-30,Ivory Coast,Brazil,77,89,1680,0
2023,3,2023-08-30,USA,Jordan,110,62,1681,0
2023,3,2023-08-30,Georgia,Venezuela,70,59,1682,0
2023,3,2023-08-30,South Sudan,Serbia,83,115,1683,0
2023,3,2023-08-31,France,Iran,82,55,1684,0
2023,3,2023-08-31,Egypt,Jordan,85,69,1685,0
2023,3,2023-08-31,South Sudan,Philippines,87,68,1686,0
2023,3,2023-08-31,Japan,Venezuela,86,77,1687,0
2023,3,2023-08-31,Ivory Coast,Lebanon,84,94,1688,0
2023,3,2023-08-31,New Zealand,Mexico,100,108,1689,0
2023,3,2023-08-31,Angola,China,76,83,1690,0
2023,3,2023-08-31,Cape Verde,Finland,77,100,1691,0
2023,3,2023-09-01,Canada,Brazil,65,69,1692,0
2023,3,2023-09-01,Lithuania,Greece,92,67,1693,0
2023,3,2023-09-01,Slovenia,Australia,91,80,1694,0
2023,3,2023-09-01,Dominican Republic,Puerto Rico,97,102,1695,0
2023,3,2023-09-01,Spain,Latvia,69,74,1696,0
2023,3,2023-09-01,USA,Montenegro,85,73,1697,0
2023,3,2023-09-01,Germany,Georgia,100,73,1698,0
2023,3,2023-09-01,Serbia,Italy,76,78,1699,0
2023,3,2023-09-02,Iran,Lebanon,73,81,1700,0
2023,3,2023-09-02,Jordan,Mexico,80,93,1701,0
2023,3,2023-09-02,Philippines,China,96,75,1702,0
2023,3,2023-09-02,Japan,Cape Verde,80,71,1703,0
2023,3,2023-09-02,Ivory Coast,France,77,87,1704,0
2023,3,2023-09-02,New Zealand,Egypt,88,86,1705,0
2023,3,2023-09-02,Angola,South Sudan,78,101,1706,0
2023,3,2023-09-02,Finland,Venezuela,90,75,1707,0
2023,3,2023-09-03,Spain,Canada,85,88,1708,0
2023,3,2023-09-03,USA,Lithuania,104,110,1709,0
2023,3,2023-09-03,Dominican Republic,Serbia,79,112,1710,0
2023,3,2023-09-03,Germany,Slovenia,100,71,1711,0
2023,3,2023-09-03,Brazil,Latvia,84,104,1712,0
2023,3,2023-09-03,Greece,Montenegro,69,73,1713,0
2023,3,2023-09-03,Italy,Puerto Rico,73,57,1714,0
2023,3,2023-09-03,Australia,Georgia,100,84,1715,0
2023,3,2023-09-05,Italy,USA,63,100,1716,0
2023,3,2023-09-05,Lithuania,Serbia,68,87,1717,0
2023,3,2023-09-06,Canada,Slovenia,100,89,1718,0
2023,3,2023-09-06,Germany,Latvia,81,79,1719,0
2023,3,2023-09-07,Lithuania,Slovenia,100,84,1720,0
2023,3,2023-09-07,Italy,Latvia,82,87,1721,0
2023,3,2023-09-08,USA,Germany,111,113,1722,0
2023,3,2023-09-08,Serbia,Canada,95,86,1723,0
2023,3,2023-09-09,Latvia,Lithuania,98,63,1724,0
2023,3,2023-09-09,Italy,Slovenia,85,89,1725,0
2023,3,2023-09-10,Germany,Serbia,83,77,1726,0
2023,3,2023-09-10,USA,Canada,118,127,1727,0
2024,2,2024-02-15,Egypt,Bahrain,83,64,1728,1
2024,2,2024-02-15,Qatar,Saudi Arabia,71,69,1729,1
2024,2,2024-02-16,Bahrain,Jordan,82,73,1730,1
2024,2,2024-02-16,Central African Republic,Qatar,71,74,1731,1
2024,2,2024-02-17,Jordan,Egypt,58,95,1732,1
2024,2,2024-02-17,Lebanon,Iraq,71,68,1733,1
2024,2,2024-02-17,Saudi Arabia,Central African Republic,73,78,1734,1
2024,2,2024-02-18,Egypt,Qatar,82,67,1735,1
2024,2,2024-02-18,Syria,Iraq,55,66,1736,1
2024,2,2024-02-18,Central African Republic,Jordan,68,65,1737,1
2024,2,2024-02-18,Bahrain,Saudi Arabia,58,68,1738,1
2024,2,2024-02-20,Lebanon,Syria,94,83,1739,1
2025,1,2024-02-22,Iceland,Hungary,70,65,1740,1
2025,1,2024-02-22,Italy,Turkey,87,80,1741,1
2025,1,2024-02-22,Portugal,Israel,70,72,1742,1
2025,1,2024-02-22,Spain,Latvia,75,79,1743,1
2025,1,2024-02-22,Germany,Montenegro,85,61,1744,1
2025,1,2024-02-22,Sweden,Bulgaria,84,70,1745,1
2025,1,2024-02-22,Lithuania,Poland,83,64,1746,1
2025,1,2024-02-22,Slovakia,Belgium,60,75,1747,1
2025,1,2024-02-22,Slovenia,Ukraine,87,73,1748,1
2025,1,2024-02-23,France,Croatia,73,61,1749,1
2025,1,2024-02-23,Great Britain,Netherlands,98,94,1750,1
2025,1,2024-02-23,Greece,Czech Republic,72,64,1751,1
2025,1,2024-02-23,Serbia,Finland,77,61,1752,1
2025,1,2024-02-23,North Macedonia,Estonia,69,74,1753,1
2025,1,2024-02-23,Denmark,Georgia,75,69,1754,1
2025,1,2024-02-23,Cyprus,Bosnia & Herzegovina,66,99,1755,1
2025,1,2024-02-25,Ukraine,Portugal,77,79,1756,1
2025,1,2024-02-25,Montenegro,Sweden,95,70,1757,1
2025,1,2024-02-25,Hungary,Italy,62,83,1758,1
2025,1,2024-02-25,Slovenia,Israel,88,79,1759,1
2025,1,2024-02-25,Belgium,Spain,58,53,1760,1
2025,1,2024-02-25,Latvia,Slovakia,64,52,1761,1
2025,1,2024-02-25,Bulgaria,Germany,67,62,1762,1
2025,1,2024-02-25,Turkey,Iceland,76,75,1763,1
2025,1,2024-02-26,Czech Republic,Great Britain,90,82,1764,1
2025,1,2024-02-26,Croatia,Cyprus,92,63,1765,1
2025,1,2024-02-26,Netherlands,Greece,72,74,1766,1
2025,1,2024-02-26,Bosnia & Herzegovina,France,64,74,1767,1
2025,1,2024-02-26,Estonia,Lithuania,65,59,1768,1
2025,1,2024-02-26,Georgia,Serbia,63,76,1769,1
2025,1,2024-02-26,Poland,North Macedonia,71,96,1770,1
2025,1,2024-02-26,Finland,Denmark,89,85,1771,1
2024,2,2024-06-10,Lithuania,Lebanon,100,71,1772,1
2024,2,2024-06-12,Lithuania,Lebanon,105,66,1773,1
2024,2,2024-06-14,Lithuania,Lebanon,95,66,1774,1
2024,2,2024-06-21,Greece,Poland,78,73,1775,1
2024,2,2024-06-22,Japan,Australia,89,90,1776,1
2024,2,2024-06-23,Italy,Georgia,79,68,1777,1
2024,2,2024-06-23,Croatia,Poland,82,68,1778,1
2024,2,2024-06-23,Lithuania,Slovenia,92,86,1779,1
2024,2,2024-06-23,Netherlands,Belgium,61,54,1780,1
2024,2,2024-06-23,Japan,Australia,95,95,1781,1
2024,2,2024-06-24,Dominican Republic,Ivory Coast,69,67,1782,1
2024,2,2024-06-24,Poland,Brazil,75,91,1783,1
2024,2,2024-06-25,Dominican Republic,Portugal,80,79,1784,1
2024,2,2024-06-25,Greece,Montenegro,86,57,1785,1
2024,2,2024-06-25,Spain,Italy,84,87,1786,1
2024,2,2024-06-25,Slovenia,Lithuania,70,68,1787,1
2024,2,2024-06-25,Finland,New Zealand,73,70,1788,1
2024,2,2024-06-26,Montenegro,Bahamas,93,80,1789,1
2024,2,2024-06-26,Croatia,Brazil,91,81,1790,1
2024,2,2024-06-26,Latvia,Egypt,84,63,1791,1
2024,2,2024-06-27,Greece,Bahamas,102,75,1792,1
2024,2,2024-06-27,Turkey,Philippines,84,73,1793,1
2024,2,2024-06-28,Portugal,Ivory Coast,91,84,1794,1
2024,2,2024-06-28,Slovenia,Brazil,86,80,1795,1
2024,2,2024-06-28,Spain,Dominican Republic,84,74,1796,1
2024,2,2024-06-28,Poland,New Zealand,88,59,1797,1
2024,2,2024-06-28,Finland,Latvia,90,84,1798,1
2024,2,2024-06-29,Poland,Philippines,82,80,1799,1
2024,2,2024-07-02,Australia,China,107,87,1800,1
2024,2,2024-07-03,France,Turkey,96,46,1801,1
2024,2,2024-07-04,Slovakia,Portugal,65,63,1802,1
2024,2,2024-07-04,Australia,China,91,58,1803,1
2024,2,2024-07-05,Slovakia,Portugal,74,76,1804,1
2024,2,2024-07-05,Japan,South Korea,84,85,1805,1
2024,2,2024-07-06,Germany,France,66,90,1806,1
2024,2,2024-07-07,Japan,South Korea,88,80,1807,1
2024,2,2024-07-08,France,Germany,65,70,1808,1
2024,2,2024-07-11,USA,Canada,86,72,1809,1
