team,team_nr
Montenegro,49
Great Britain,30
Estonia,25
Portugal,57
Lithuania,47
Sweden,69
Latvia,45
Czech Republic,20
Finland,26
Germany,29
Turkey,73
Serbia,63
Bosnia & Herzegovina,8
Georgia,28
France,27
Iceland,34
Israel,39
Slovenia,65
Cyprus,19
Italy,40
Poland,56
Belgium,7
Spain,68
Greece,31
