date,home,away,home_score,away_score
14.08. 19:30,Senegal,Tunisia,60,65
12.08. 19:30,Senegal,Tunisia,66,64
23.07. 18:30,Spain,Puerto Rico,107,84
22.07. 19:00,USA,Germany,92,88
22.07. 18:00,Serbia,Greece,94,72
21.07. 19:00,France,Australia,82,83
21.07. 18:00,Serbia,Japan,119,100
21.07. 16:30,Canada,Puerto Rico,103,93
20.07. 19:00,USA,South Sudan,101,100
19.07. 19:10,France,Canada,73,85
19.07. 18:00,Spain,Argentina,76,72
19.07. 17:30,Germany,Japan,104,83
19.07. 16:30,Australia,Puerto Rico,90,75
18.07. 18:30,Great Britain,South Sudan,81,84
18.07. 17:30,Portugal,Argentina,61,78
17.07. 16:00,USA,Serbia,105,79
16.07. 17:30,Portugal,South Sudan,72,80
16.07. 16:00,Australia,Serbia,84,73
16.07. 15:30,Greece,Puerto Rico,67,65
15.07. 17:30,Argentina,South Sudan,81,72
15.07. 16:00,USA,Australia,98,92
14.07. 16:00,Portugal,Great Britain,63,58
13.07. 18:30,Argentina,Great Britain,85,70
13.07. 17:30,Germany,Netherlands,95,50
12.07. 19:00,France,Serbia,67,79
12.07. 18:30,Portugal,Argentina,73,63
11.07. 02:30,USA,Canada,86,72
10.07. 16:00,Poland U20,Lithuania U20,79,88
08.07. 19:10,France,Germany,65,70
07.07. 18:45,Italy U20,Greece U20,81,85
07.07. 16:15,Slovenia U20,Spain U20,79,75
07.07. 10:30,Japan,South Korea,88,80
06.07. 16:45AOT,Italy U20,Spain U20,90,85
06.07. 15:30,Finland U20,Great Britain U20,100,91
06.07. 14:00,Germany,France,66,90
05.07. 16:30,Slovakia,Portugal,74,76
05.07. 10:00,Japan,South Korea,84,85
04.07. 16:00,Croatia U20,Serbia U20,73,82
04.07. 16:00,Slovakia,Portugal,65,63
04.07. 09:30,Australia,China,91,58
03.07. 19:00,France,Turkey,96,46
02.07. 09:30,Australia,China,107,87
30.06. 17:15,Spain U20,France U20,68,56
30.06. 16:30,Portugal U20,Austria U23,81,76
30.06. 15:00,Germany U20,Lithuania U20,85,79
30.06. 14:00,Hungary U20,Poland U20,69,84
30.06. 11:00,Slovakia U20,North Macedonia U20,54,80
30.06. 11:00,Slovenia U20,Turkey U20,61,71
29.06. 18:30,Spain U20,Lithuania U20,89,78
29.06. 16:30,Portugal U20,Poland U20,62,55
29.06. 16:00,France U20,Germany U20,79,59
29.06. 16:00,Poland,Philippines,82,80
29.06. 14:00,Austria U23,Hungary U20,69,84
28.06. 18:00,Portugal,Ivory Coast,91,84
28.06. 18:00,Slovenia,Brazil,86,80
28.06. 17:00,Spain,Dominican Republic,84,74
28.06. 16:00,Poland,New Zealand,88,59
28.06. 15:30,Finland,Latvia,90,84
27.06. 18:00,Portugal,Norway,98,67
27.06. 17:00,Greece,Bahamas,102,75
27.06. 17:00,Turkey,Philippines,84,73
27.06. 13:00,Serbia U20,Israel U20,77,73
26.06. 17:00,Montenegro,Bahamas,93,80
26.06. 16:30,Croatia,Brazil,91,81
26.06. 16:00,Latvia,Egypt,84,63
25.06. 18:00,Dominican Republic,Portugal,80,79
25.06. 17:00,Greece,Montenegro,86,57
25.06. 17:00AOT,Spain,Italy,84,87
25.06. 16:00,Slovenia,Lithuania,70,68
25.06. 15:30,Finland,New Zealand,73,70
24.06. 18:00,Dominican Republic,Ivory Coast,69,67
24.06. 16:30,Poland,Brazil,75,91
23.06. 17:00,Italy,Georgia,79,68
23.06. 16:30,Croatia,Poland,82,68
23.06. 16:30,Lithuania,Slovenia,92,86
23.06. 13:00,Netherlands,Belgium,61,54
23.06. 06:00,Japan,Australia,95,95
22.06. 18:00,Dominican Republic,Norway,78,65
22.06. 03:30,Japan,Australia,89,90
21.06. 22:00,Nicaragua,Honduras,64,52
21.06. 20:00,France U20,Croatia U20,79,71
21.06. 17:00,Greece,Poland,78,73
21.06. 16:00,Montenegro U20,North Macedonia U20,73,58
21.06. 16:00,Turkey U20,Greece U20,86,75
21.06. 13:30,Belgium U20,Germany U20,67,76
20.06. 16:00,Bulgaria U20,Hungary U20,79,59
20.06. 16:00,Germany U20,Turkey U20,66,94
20.06. 16:00,Montenegro U20,North Macedonia U20,66,55
20.06. 13:30,Czech Republic U20,Greece U20,67,82
19.06. 16:00,Germany U20,Greece U20,66,82
19.06. 15:00,Finland U20,Portugal U20,101,65
19.06. 13:30,Belgium U20,Czech Republic U20,73,61
18.06. 16:00,Turkey U20,Czech Republic U20,77,61
18.06. 15:00,Finland U20,Portugal U20,75,77
18.06. 13:30,Belgium U20,Greece U20,67,74
17.06. 16:00,Turkey U20,Belgium U20,74,60
17.06. 13:30,Germany U20,Czech Republic U20,86,56
16.06. 11:00,Slovenia U20,Croatia U20,63,60
15.06. 16:30,Slovenia U20,Croatia U20,77,62
14.06. 16:30,Lithuania,Lebanon,95,66
12.06. 16:30,Lithuania,Lebanon,105,66
10.06. 16:30,Lithuania,Lebanon,100,71
20.02. 15:45,Lebanon,Syria,94,83
20.02. 13:30,Iraq,Palestine,71,67
18.02. 17:30,Egypt,Qatar,82,67
18.02. 17:30,Syria,Iraq,55,66
18.02. 15:00,Central African Republic,Jordan,68,65
18.02. 14:45,Lebanon,Palestine,84,55
18.02. 13:00,Bahrain,Saudi Arabia,58,68
17.02. 17:30,Syria,Palestine,64,66
17.02. 16:30,Jordan,Egypt,58,95
17.02. 14:45,Lebanon,Iraq,71,68
17.02. 14:00,Saudi Arabia,Central African Republic,73,78
16.02. 16:30,Bahrain,Jordan,82,73
16.02. 14:00,Central African Republic,Qatar,71,74
15.02. 16:30,Egypt,Bahrain,83,64
15.02. 14:00,Qatar,Saudi Arabia,71,69
