iteration,game_nr,division,date,home,away,home_goals,away_goals
1,1,1,2025-09-12,Greece,Turkey,73.267562,74.588144
2,1,1,2025-09-12,Greece,Turkey,86.669905,79.955806
3,1,1,2025-09-12,Greece,Turkey,73.914635,69.697731
4,1,1,2025-09-12,Greece,Turkey,81.710293,104.17213
5,1,1,2025-09-12,Greece,Turkey,78.67689,98.48691
6,1,1,2025-09-12,Greece,Turkey,77.437185,96.26268
7,1,1,2025-09-12,Greece,Turkey,93.425206,95.328927
8,1,1,2025-09-12,Greece,Turkey,78.824371,76.090744
9,1,1,2025-09-12,Greece,Turkey,83.685175,88.066206
10,1,1,2025-09-12,Greece,Turkey,93.501583,75.336043
11,1,1,2025-09-12,Greece,Turkey,82.249838,78.238941
12,1,1,2025-09-12,Greece,Turkey,75.130699,88.147412
13,1,1,2025-09-12,Greece,Turkey,80.190299,105.82917
14,1,1,2025-09-12,Greece,Turkey,83.222237,70.044176
15,1,1,2025-09-12,Greece,Turkey,92.884395,104.95963
16,1,1,2025-09-12,Greece,Turkey,76.912501,89.126083
17,1,1,2025-09-12,Greece,Turkey,67.970196,78.171458
18,1,1,2025-09-12,Greece,Turkey,79.548502,91.404671
19,1,1,2025-09-12,Greece,Turkey,89.581012,101.77411
20,1,1,2025-09-12,Greece,Turkey,87.981879,88.900671
21,1,1,2025-09-12,Greece,Turkey,82.417297,93.479029
22,1,1,2025-09-12,Greece,Turkey,84.898389,92.822181
23,1,1,2025-09-12,Greece,Turkey,75.559988,67.706047
24,1,1,2025-09-12,Greece,Turkey,89.3109,114.27449
25,1,1,2025-09-12,Greece,Turkey,79.865929,89.92032
26,1,1,2025-09-12,Greece,Turkey,89.726948,84.430955
27,1,1,2025-09-12,Greece,Turkey,89.348272,93.706808
28,1,1,2025-09-12,Greece,Turkey,80.45028,102.45039
29,1,1,2025-09-12,Greece,Turkey,84.951213,109.68889
30,1,1,2025-09-12,Greece,Turkey,78.155378,86.01494
31,1,1,2025-09-12,Greece,Turkey,46.504733,74.768468
32,1,1,2025-09-12,Greece,Turkey,84.754105,83.967381
33,1,1,2025-09-12,Greece,Turkey,65.403315,74.23068
34,1,1,2025-09-12,Greece,Turkey,79.120448,90.539036
35,1,1,2025-09-12,Greece,Turkey,83.704376,87.807809
36,1,1,2025-09-12,Greece,Turkey,89.646746,95.342391
37,1,1,2025-09-12,Greece,Turkey,63.591539,88.437915
38,1,1,2025-09-12,Greece,Turkey,77.229724,78.386438
39,1,1,2025-09-12,Greece,Turkey,99.695157,66.887135
40,1,1,2025-09-12,Greece,Turkey,77.550257,93.977462
41,1,1,2025-09-12,Greece,Turkey,78.177423,90.230031
42,1,1,2025-09-12,Greece,Turkey,107.2304,90.721437
43,1,1,2025-09-12,Greece,Turkey,100.07942,108.85914
44,1,1,2025-09-12,Greece,Turkey,87.890246,74.152533
45,1,1,2025-09-12,Greece,Turkey,90.511858,86.493485
46,1,1,2025-09-12,Greece,Turkey,79.27661,83.850803
47,1,1,2025-09-12,Greece,Turkey,75.487764,79.818421
48,1,1,2025-09-12,Greece,Turkey,83.276738,44.168086
49,1,1,2025-09-12,Greece,Turkey,89.572945,95.184204
50,1,1,2025-09-12,Greece,Turkey,94.555905,81.858593
51,1,1,2025-09-12,Greece,Turkey,108.88119,94.892533
52,1,1,2025-09-12,Greece,Turkey,80.957459,98.038201
53,1,1,2025-09-12,Greece,Turkey,53.407963,71.699952
54,1,1,2025-09-12,Greece,Turkey,88.28565,93.919509
55,1,1,2025-09-12,Greece,Turkey,72.733643,83.157278
56,1,1,2025-09-12,Greece,Turkey,88.66961,91.611799
57,1,1,2025-09-12,Greece,Turkey,80.876294,96.761417
58,1,1,2025-09-12,Greece,Turkey,75.440081,93.17946
59,1,1,2025-09-12,Greece,Turkey,88.445103,103.75139
60,1,1,2025-09-12,Greece,Turkey,83.056607,90.406447
61,1,1,2025-09-12,Greece,Turkey,54.947171,75.487605
62,1,1,2025-09-12,Greece,Turkey,83.892841,99.839988
63,1,1,2025-09-12,Greece,Turkey,76.521345,81.062322
64,1,1,2025-09-12,Greece,Turkey,64.039394,83.225185
65,1,1,2025-09-12,Greece,Turkey,70.784493,79.405729
66,1,1,2025-09-12,Greece,Turkey,89.880761,82.672044
67,1,1,2025-09-12,Greece,Turkey,87.420341,89.019296
68,1,1,2025-09-12,Greece,Turkey,94.351597,77.434235
69,1,1,2025-09-12,Greece,Turkey,85.723025,91.311663
70,1,1,2025-09-12,Greece,Turkey,85.19064,92.110261
71,1,1,2025-09-12,Greece,Turkey,60.240703,54.294545
72,1,1,2025-09-12,Greece,Turkey,79.346324,67.421018
73,1,1,2025-09-12,Greece,Turkey,100.49944,94.506668
