date,home,away,home_score,away_score
17.09. 16:00,Iceland,Belgium,74,68
17.09. 14:30,Hungary,North Macedonia,63,61
17.09. 14:00,Cyprus,Switzerland,92,78
17.09. 13:00,Ukraine,Slovenia,69,80
17.09. 11:00,Russia,Sweden,63,59
14.09. 20:15,Iceland,Cyprus,84,62
14.09. 19:00,Montenegro,Albania,94,56
14.09. 18:00,Belgium,Switzerland,87,49
14.09. 18:00AOT,Netherlands,Denmark,98,88
14.09. 18:00,Poland,Belarus,57,76
14.09. 18:00,Slovenia,Bulgaria,85,63
14.09. 18:00,Sweden,Bosnia & Herzegovina,76,78
14.09. 17:30,Germany,Austria,78,58
14.09. 17:30,Luxembourg,Hungary,65,68
14.09. 17:00,North Macedonia,Great Britain,62,89
14.09. 16:10,Estonia,Portugal,82,63
14.09. 16:00,Ukraine,Kosovo,100,61
14.09. 15:00,Georgia,Slovakia,96,68
10.09. 18:20,Austria,Netherlands,61,75
10.09. 18:15,Bosnia & Herzegovina,Russia,67,78
10.09. 18:00,Kosovo,Slovenia,81,91
10.09. 17:30,Great Britain,Hungary,80,88
10.09. 17:30,Luxembourg,North Macedonia,74,82
10.09. 17:30,Portugal,Poland,74,81
10.09. 17:00,Albania,Georgia,64,84
10.09. 17:00AOT,Denmark,Germany,106,102
10.09. 16:00,Slovakia,Montenegro,62,99
10.09. 15:30,Belarus,Estonia,79,63
10.09. 15:30,Switzerland,Iceland,83,80
10.09. 15:00,Bulgaria,Ukraine,67,72
10.09. 14:00,Cyprus,Belgium,55,72
07.09. 18:30,North Macedonia,Hungary,66,76
07.09. 18:00,Belgium,Iceland,80,65
07.09. 18:00,Great Britain,Luxembourg,95,72
07.09. 18:00,Poland,Estonia,78,64
07.09. 18:00,Slovenia,Ukraine,84,77
07.09. 18:00,Sweden,Russia,73,85
07.09. 17:30,Germany,Netherlands,71,75
07.09. 17:30,Switzerland,Cyprus,76,80
07.09. 17:10,Austria,Denmark,86,66
07.09. 16:00,Slovakia,Albania,69,60
07.09. 15:30,Belarus,Portugal,72,62
07.09. 15:00,Bulgaria,Kosovo,105,84
07.09. 15:00,Georgia,Montenegro,74,76
03.09. 18:20,Austria,Germany,59,61
03.09. 18:15,Bosnia & Herzegovina,Sweden,74,71
03.09. 18:00,Kosovo,Ukraine,63,70
03.09. 17:30,Great Britain,North Macedonia,96,79
03.09. 17:30,Portugal,Estonia,68,76
03.09. 17:00,Albania,Montenegro,73,113
03.09. 17:00,Denmark,Netherlands,72,90
03.09. 16:30,Hungary,Luxembourg,89,64
03.09. 16:00,Slovakia,Georgia,63,94
03.09. 15:30,Belarus,Poland,79,97
03.09. 15:30,Switzerland,Belgium,72,87
03.09. 15:00,Bulgaria,Slovenia,78,83
03.09. 14:00,Cyprus,Iceland,64,75
31.08. 19:30,Iceland,Switzerland,88,72
31.08. 19:00,Montenegro,Slovakia,97,65
31.08. 18:30,North Macedonia,Luxembourg,89,75
31.08. 18:00,Netherlands,Austria,72,75
31.08. 18:00,Poland,Portugal,83,57
31.08. 18:00,Slovenia,Kosovo,113,68
31.08. 17:30,Germany,Denmark,101,74
31.08. 16:00,Belgium,Cyprus,65,46
31.08. 16:00,Estonia,Belarus,81,62
31.08. 16:00,Hungary,Great Britain,96,77
31.08. 16:00,Ukraine,Bulgaria,79,69
31.08. 15:00,Georgia,Albania,86,47
31.08. 15:00,Russia,Bosnia & Herzegovina,83,54
