team,team_nr
Belgium,7
Israel,39
Greece,31
Bosnia & Herzegovina,8
Iceland,34
Slovenia,65
Cyprus,19
Georgia,28
Poland,56
France,27
Italy,40
Spain,68
Montenegro,49
Great Britain,30
Estonia,25
Portugal,57
Lithuania,47
Sweden,69
Latvia,45
Czech Republic,20
Finland,26
Germany,29
Turkey,73
Serbia,63
