date,home,away,home_score,away_score
06.10. 14:15,Saudi Arabia,Bahrain,75,72
27.08. 12:30,Germany,France,79,85
26.08. 17:00,Turkey,Montenegro,84,70
26.08. 16:00,Poland,Hungary,74,64
26.08. 13:30,Great Britain,Israel,85,64
25.08. 18:30,Israel,Hungary,85,70
25.08. 17:00,Finland,Russia,91,100
25.08. 17:00,Ukraine,Montenegro,62,75
25.08. 16:30,Lithuania,Spain,78,79
25.08. 16:00,Poland,Great Britain,86,76
24.08. 18:45,Great Britain,Hungary,82,64
24.08. 18:15,Slovenia,Croatia,74,73
24.08. 17:00,Turkey,Ukraine,79,55
24.08. 16:30,Latvia,Czech Republic,103,69
24.08. 16:15,Poland,Israel,74,77
23.08. 18:30,Belgium,Spain,72,88
23.08. 16:30,Lithuania,Iceland,84,62
22.08. 00:10,Argentina,Brazil,86,74
21.08. 22:00,Uruguay,Colombia,76,74
20.08. 21:10,Argentina,Uruguay,92,74
20.08. 19:00,Brazil,Colombia,72,58
20.08. 18:30,France,Italy,88,63
20.08. 18:00,Israel,Turkey,83,84
20.08. 18:00,Spain,Venezuela,90,62
20.08. 16:30,Latvia,Romania,98,68
20.08. 16:00,Montenegro,Belgium,78,64
20.08. 12:00,Iceland,Hungary,67,82
19.08. 23:00,Argentina,Colombia,78,59
19.08. 21:00,Brazil,Uruguay,63,69
19.08. 18:30,France,Montenegro,100,70
19.08. 17:00,Slovenia,Turkey,84,86
19.08. 16:30,Great Britain,Greece,84,88
19.08. 16:30,Latvia,Lithuania,87,77
19.08. 16:00,Belgium,Italy,80,60
19.08. 13:15,Hungary,Iceland,81,66
18.08. 18:45,Spain,Senegal,80,69
18.08. 18:30,France,Belgium,85,60
18.08. 16:30,Lithuania,Romania,97,64
18.08. 16:15,Czech Republic,Finland,83,62
18.08. 16:00,Montenegro,Italy,66,67
18.08. 13:00,Israel,Slovenia,89,84
16.08. 15:00,Czech Republic,Turkey,66,67
16.08. 09:30,Russia Univ.,Japan Univ.,77,83
15.08. 18:45,Spain,Venezuela,90,44
15.08. 16:30,Lithuania,France,96,71
14.08. 16:00,Croatia,Ukraine,79,74
13.08. 23:15,Uruguay,Argentina,87,78
13.08. 19:00,Montenegro,Serbia,71,82
