team,team_nr
Turkey,73
Sweden,69
Germany,29
Portugal,57
Latvia,45
Lithuania,47
Finland,26
Serbia,63
Poland,56
Bosnia & Herzegovina,8
France,27
Georgia,28
Italy,40
Slovenia,65
Greece,31
Israel,39
