iteration,game_nr,division,date,home,away,home_goals,away_goals
1,1,1,2025-09-01,Sweden,Montenegro,77.247804,67.934139
1,2,1,2025-09-01,Estonia,Turkey,74.121028,87.757397
1,3,1,2025-09-01,Germany,Great Britain,97.368409,64.022806
1,4,1,2025-09-01,Latvia,Portugal,87.155135,69.1241
1,5,1,2025-09-01,Finland,Lithuania,105.01306,95.765854
1,6,1,2025-09-01,Serbia,Czech Republic,98.496076,75.213778
1,7,1,2025-09-02,Belgium,Israel,65.432696000000007,79.64912
1,8,1,2025-09-02,Greece,Bosnia & Herzegovina,92.168767,85.458745
1,9,1,2025-09-02,Iceland,Slovenia,74.393986,106.92056
1,10,1,2025-09-02,Cyprus,Georgia,105.8742,87.184571
1,11,1,2025-09-02,Poland,France,78.166698,91.488783
1,12,1,2025-09-02,Italy,Spain,50.836101,68.088101
1,13,1,2025-09-03,Montenegro,Great Britain,69.801213,69.219196
1,14,1,2025-09-03,Estonia,Portugal,58.41364,67.405342
1,15,1,2025-09-03,Lithuania,Sweden,93.498798,78.865525
1,16,1,2025-09-03,Latvia,Czech Republic,102.56663,82.26352
1,17,1,2025-09-03,Finland,Germany,109.98531,105.15966
1,18,1,2025-09-03,Turkey,Serbia,66.166092,103.31172
1,19,1,2025-09-04,Bosnia & Herzegovina,Georgia,90.778558,78.010112
1,20,1,2025-09-04,France,Iceland,126.91421,73.945832
1,21,1,2025-09-04,Israel,Slovenia,85.044341,92.925516
1,22,1,2025-09-04,Cyprus,Italy,56.466019,81.783124
1,23,1,2025-09-04,Poland,Belgium,81.352313,56.106592
1,24,1,2025-09-04,Spain,Greece,73.423751,76.226566
2,1,1,2025-09-01,Sweden,Montenegro,74.583055,65.420981
2,2,1,2025-09-01,Estonia,Turkey,68.570105,89.537425
2,3,1,2025-09-01,Germany,Great Britain,98.744949,72.163371
2,4,1,2025-09-01,Latvia,Portugal,79.353384,74.886572
2,5,1,2025-09-01,Finland,Lithuania,83.500509,95.178666
2,6,1,2025-09-01,Serbia,Czech Republic,105.44188,85.100135
2,7,1,2025-09-02,Belgium,Israel,66.124745,62.713937
2,8,1,2025-09-02,Greece,Bosnia & Herzegovina,70.16158,73.060177
2,9,1,2025-09-02,Iceland,Slovenia,84.388392,85.31423
2,10,1,2025-09-02,Cyprus,Georgia,64.655661,91.260745
2,11,1,2025-09-02,Poland,France,66.413539,82.7939
2,12,1,2025-09-02,Italy,Spain,93.113748,78.842565
2,13,1,2025-09-03,Montenegro,Great Britain,77.828794,70.095372
2,14,1,2025-09-03,Estonia,Portugal,71.19802,80.920536
2,15,1,2025-09-03,Lithuania,Sweden,83.567668,75.127923
2,16,1,2025-09-03,Latvia,Czech Republic,104.71996,67.893003
2,17,1,2025-09-03,Finland,Germany,98.134185,93.932272
