iteration,game_nr,division,date,home,away,home_goals,away_goals
1,1,1,2025-09-14,Finland,Greece,95.81133,89.95375
1,2,1,2025-09-14,Turkey,Germany,87.270825,91.297744
2,1,1,2025-09-14,Finland,Greece,115.08713,90.068733
2,2,1,2025-09-14,Turkey,Germany,86.297501,98.439745
3,1,1,2025-09-14,Finland,Greece,95.985148,79.267847
3,2,1,2025-09-14,Turkey,Germany,108.48372,90.67611
4,1,1,2025-09-14,Finland,Greece,89.137476,90.535354
4,2,1,2025-09-14,Turkey,Germany,82.935421,91.965614
5,1,1,2025-09-14,Finland,Greece,109.82275,93.166309
5,2,1,2025-09-14,Turkey,Germany,96.002444,97.870898
6,1,1,2025-09-14,Finland,Greece,117.60535,93.103803
6,2,1,2025-09-14,Turkey,Germany,80.690609,91.133548
7,1,1,2025-09-14,Finland,Greece,75.115236,71.242891
7,2,1,2025-09-14,Turkey,Germany,80.016691,100.564
8,1,1,2025-09-14,Finland,Greece,69.326745,83.143632
8,2,1,2025-09-14,Turkey,Germany,95.174197,93.69006
9,1,1,2025-09-14,Finland,Greece,90.354615,87.498735
9,2,1,2025-09-14,Turkey,Germany,69.644094,91.885327
10,1,1,2025-09-14,Finland,Greece,113.21729,82.163837
10,2,1,2025-09-14,Turkey,Germany,67.882209,96.778768
11,1,1,2025-09-14,Finland,Greece,95.924251,84.474471
11,2,1,2025-09-14,Turkey,Germany,76.307566,95.327435
12,1,1,2025-09-14,Finland,Greece,75.988374,80.080857
12,2,1,2025-09-14,Turkey,Germany,79.160035,88.739369
13,1,1,2025-09-14,Finland,Greece,94.690086,73.48537
13,2,1,2025-09-14,Turkey,Germany,75.999818,98.167493
14,1,1,2025-09-14,Finland,Greece,90.086885,97.522821
14,2,1,2025-09-14,Turkey,Germany,85.746949,93.884868
15,1,1,2025-09-14,Finland,Greece,100.42796,86.939958
15,2,1,2025-09-14,Turkey,Germany,73.804233,90.892834
16,1,1,2025-09-14,Finland,Greece,98.005492,82.52215
16,2,1,2025-09-14,Turkey,Germany,73.821038,110.76615
17,1,1,2025-09-14,Finland,Greece,102.17689,75.330896
17,2,1,2025-09-14,Turkey,Germany,96.191225,94.483682
18,1,1,2025-09-14,Finland,Greece,90.034306,79.742644
18,2,1,2025-09-14,Turkey,Germany,63.628634,77.488027
19,1,1,2025-09-14,Finland,Greece,85.984877,79.969578
19,2,1,2025-09-14,Turkey,Germany,74.761674,103.05205
20,1,1,2025-09-14,Finland,Greece,92.011885,86.584436
20,2,1,2025-09-14,Turkey,Germany,73.222224,93.513447
21,1,1,2025-09-14,Finland,Greece,98.12911,69.429221
