season,division,date,home,away,home_goals,away_goals,game_nr,team1_home
2019,3,2018-07-02,Belgium,Bosnia & Herzegovina,79,77,455,1
2019,3,2018-07-02,Great Britain,Israel,59,67,456,1
2019,3,2018-07-02,Serbia,Germany,81,88,457,1
2019,3,2018-07-02,Czech Republic,Bulgaria,81,75,458,1
2019,3,2018-07-02,Estonia,Greece,56,78,459,1
2019,3,2018-07-02,Russia,France,78,84,460,1
2019,3,2018-07-02,Finland,Iceland,91,77,461,1
2019,3,2018-07-02,Qatar,Iraq,84,79,462,1
2019,3,2018-07-02,Georgia,Austria,98,73,463,1
2019,3,2018-07-02,Iran,Kazakhstan,88,56,464,1
2019,3,2018-07-02,Philippines,Australia,53,89,465,1
2019,3,2018-07-03,Chile,Venezuela,51,70,466,1
2019,3,2018-07-03,Dominican Republic,Bahamas,82,83,467,1
2018,2,2018-08-14,Finland,Croatia,70,77,468,1
2018,2,2018-08-15,Croatia,Tunisia,73,46,469,1
2018,2,2018-08-31,Finland,Latvia,80,73,470,1
2018,2,2018-09-05,Croatia,Slovenia,86,87,471,1
2018,2,2018-09-05,Finland,Lithuania,103,75,472,1
2018,2,2018-09-06,Russia,Israel,71,93,473,1
2018,2,2018-09-06,Estonia,Belgium,60,98,474,1
2018,2,2018-09-07,France,Montenegro,83,66,475,1
2018,2,2018-09-07,Portugal,Austria,74,79,476,1
2018,2,2018-09-07,Estonia,Belgium,55,68,477,1
2018,2,2018-09-07,Latvia,Finland,84,86,478,1
2018,2,2018-09-07,Israel,Poland,76,84,479,1
2018,2,2018-09-08,Slovenia,Croatia,75,83,480,1
2018,2,2018-09-08,Montenegro,Greece,76,87,481,1
2018,2,2018-09-08,Russia,Poland,88,68,482,1
2018,2,2018-09-09,France,Greece,84,68,483,1
2018,2,2018-09-09,Lithuania,Latvia,80,97,484,1
2019,3,2018-09-13,Canada,Brazil,85,77,485,1
2019,3,2018-09-13,Lebanon,China,92,88,486,1
2019,3,2018-09-13,Greece,Serbia,70,63,487,1
2019,3,2018-09-13,Israel,Georgia,80,85,488,1
2019,3,2018-09-13,Czech Republic,Russia,80,78,489,1
2019,3,2018-09-13,Estonia,Germany,43,86,490,1
2019,3,2018-09-13,Finland,Bosnia & Herzegovina,85,81,491,1
2019,3,2018-09-13,Jordan,South Korea,75,86,492,1
2019,3,2018-09-13,Qatar,Australia,43,95,493,1
2019,3,2018-09-13,Bulgaria,France,74,68,494,1
2019,3,2018-09-13,Kazakhstan,Japan,70,85,495,1
2019,3,2018-09-13,Syria,New Zealand,66,107,496,1
2019,3,2018-09-13,Iran,Philippines,81,73,497,1
2019,3,2018-09-14,Puerto Rico,Panama,82,73,498,1
2019,3,2018-09-14,Ivory Coast,Nigeria,73,84,499,1
2019,3,2018-09-14,Croatia,Lithuania,83,84,500,1
2019,3,2018-09-14,Italy,Poland,101,82,501,1
2019,3,2018-09-14,Netherlands,Hungary,59,74,502,1
2019,3,2018-09-14,Turkey,Montenegro,79,69,503,1
2019,3,2018-09-14,Latvia,Slovenia,85,74,504,1
2019,3,2018-09-14,Ukraine,Spain,76,65,505,1
2019,3,2018-09-14,Angola,Cameroon,83,76,506,1
2019,3,2018-09-14,Dominican Republic,Chile,71,46,507,1
2019,3,2018-09-15,Nigeria,Central African Republic,114,69,508,1
2019,3,2018-09-15,Tunisia,Egypt,69,47,509,1
2019,3,2018-09-15,USA,Uruguay,114,57,510,1
2019,3,2018-09-15,Mexico,Argentina,74,78,511,1
2019,3,2018-09-16,Venezuela,Dominican Republic,79,78,512,1
2019,3,2018-09-16,Cameroon,Egypt,58,62,513,1
2019,3,2018-09-16,Nigeria,Senegal,89,61,514,1
2019,3,2018-09-16,Serbia,Estonia,91,65,515,1
2019,3,2018-09-16,Bosnia & Herzegovina,Czech Republic,80,85,516,1
2019,3,2018-09-16,Tunisia,Angola,84,64,517,1
2019,3,2018-09-16,Germany,Israel,112,98,518,1
2019,3,2018-09-16,France,Finland,83,67,519,1
2019,3,2018-09-16,Georgia,Greece,85,86,520,1
2019,3,2018-09-16,Russia,Bulgaria,77,73,521,1
2019,3,2018-09-17,Chile,Canada,61,84,522,1
2019,3,2018-09-17,Uruguay,Mexico,63,60,523,1
2019,3,2018-09-17,Poland,Croatia,79,74,524,1
2019,3,2018-09-17,Montenegro,Ukraine,90,84,525,1
2019,3,2018-09-17,Slovenia,Turkey,77,86,526,1
2019,3,2018-09-17,Spain,Latvia,85,82,527,1
2019,3,2018-09-17,Lithuania,Netherlands,95,93,528,1
2019,3,2018-09-17,Hungary,Italy,63,69,529,1
2019,3,2018-09-17,China,Jordan,88,79,530,1
2019,3,2018-09-17,Philippines,Qatar,92,81,531,1
2019,3,2018-09-17,South Korea,Syria,103,66,532,1
2019,3,2018-09-17,Australia,Kazakhstan,94,41,533,1
2019,3,2018-09-17,Japan,Iran,70,56,534,1
2019,3,2018-09-17,New Zealand,Lebanon,63,60,535,1
2019,3,2018-09-18,Panama,USA,48,78,536,1
2019,3,2018-09-18,Argentina,Puerto Rico,106,84,537,1
2022,1,2018-11-23,Cyprus,Portugal,69,67,538,1
2022,1,2018-11-23,Slovakia,North Macedonia,66,74,539,1
2022,1,2018-11-26,North Macedonia,Switzerland,83,68,540,1
2022,1,2018-11-26,Portugal,Luxembourg,91,85,541,1
2019,3,2018-11-29,Uruguay,Puerto Rico,64,62,542,1
2019,3,2018-11-29,Italy,Lithuania,70,65,543,1
2019,3,2018-11-29,Netherlands,Poland,78,105,544,1
2019,3,2018-11-29,Latvia,Montenegro,75,84,545,1
2019,3,2018-11-29,Croatia,Hungary,74,69,546,1
2019,3,2018-11-29,Ukraine,Slovenia,82,54,547,1
2019,3,2018-11-29,Turkey,Spain,71,67,548,1
2019,3,2018-11-29,China,Syria,101,52,549,1
2019,3,2018-11-29,South Korea,Lebanon,84,71,550,1
2019,3,2018-11-29,New Zealand,Jordan,95,69,551,1
2019,3,2018-11-30,Venezuela,Canada,84,76,552,1
2019,3,2018-11-30,Brazil,Dominican Republic,100,82,553,1
2019,3,2018-11-30,Cameroon,Angola,73,77,554,1
2019,3,2018-11-30,Bulgaria,Bosnia & Herzegovina,89,82,555,1
2019,3,2018-11-30,Czech Republic,France,65,79,556,1
2019,3,2018-11-30,Estonia,Georgia,73,80,557,1
2019,3,2018-11-30,Finland,Russia,75,77,558,1
2019,3,2018-11-30,Greece,Germany,92,84,559,1
2019,3,2018-11-30,Israel,Serbia,83,74,560,1
2019,3,2018-11-30,Philippines,Kazakhstan,88,92,561,1
2019,3,2018-11-30,Japan,Qatar,85,47,562,1
2019,3,2018-11-30,Australia,Iran,76,47,563,1
2019,3,2018-11-30,Panama,Mexico,76,65,564,1
2019,3,2018-11-30,Argentina,USA,80,63,565,1
2019,3,2018-12-01,Egypt,Tunisia,73,64,566,1
2019,3,2018-12-02,Uruguay,USA,70,78,567,1
2019,3,2018-12-02,Panama,Puerto Rico,70,71,568,1
2019,3,2018-12-02,Poland,Italy,94,78,569,1
2019,3,2018-12-02,Angola,Tunisia,69,63,570,1
2019,3,2018-12-02,Montenegro,Turkey,71,66,571,1
2019,3,2018-12-02,Lithuania,Croatia,79,62,572,1
2019,3,2018-12-02,Spain,Ukraine,72,68,573,1
2019,3,2018-12-02,Slovenia,Latvia,77,82,574,1
2019,3,2018-12-02,Hungary,Netherlands,91,86,575,1
2019,3,2018-12-02,Egypt,Cameroon,60,80,576,1
2019,3,2018-12-02,China,Lebanon,72,52,577,1
2019,3,2018-12-02,South Korea,Jordan,88,67,578,1
2019,3,2018-12-02,New Zealand,Syria,97,74,579,1
2019,3,2018-12-03,Chile,Dominican Republic,65,74,580,1
2019,3,2018-12-03,Brazil,Canada,67,94,581,1
2019,3,2018-12-03,Serbia,Greece,84,61,582,1
2019,3,2018-12-03,Germany,Estonia,87,70,583,1
2019,3,2018-12-03,Bosnia & Herzegovina,Finland,77,81,584,1
2019,3,2018-12-03,France,Bulgaria,77,53,585,1
2019,3,2018-12-03,Russia,Czech Republic,81,61,586,1
2019,3,2018-12-03,Georgia,Israel,71,69,587,1
2019,3,2018-12-03,Philippines,Iran,70,78,588,1
2019,3,2018-12-03,Japan,Kazakhstan,86,70,589,1
2019,3,2018-12-03,Australia,Qatar,110,59,590,1
2019,3,2018-12-03,Argentina,Mexico,85,71,591,1
2019,3,2019-02-21,Canada,Chile,85,46,592,1
2019,3,2019-02-21,Greece,Georgia,81,69,593,1
2019,3,2019-02-21,Israel,Germany,81,77,594,1
2019,3,2019-02-21,Czech Republic,Bosnia & Herzegovina,69,64,595,1
2019,3,2019-02-21,Estonia,Serbia,71,70,596,1
2019,3,2019-02-21,Finland,France,76,69,597,1
2019,3,2019-02-21,Qatar,Philippines,46,84,598,1
2019,3,2019-02-21,Bulgaria,Russia,60,104,599,1
2019,3,2019-02-21,Iran,Japan,89,97,600,1
2019,3,2019-02-21,Kazakhstan,Australia,60,81,601,1
2022,1,2019-02-22,Luxembourg,Cyprus,53,67,602,1
2022,1,2019-02-22,Switzerland,Slovakia,83,80,603,1
2022,1,2019-02-22,Denmark,Albania,82,69,604,1
2019,3,2019-02-22,Nigeria,Ivory Coast,46,72,605,1
2019,3,2019-02-22,Lebanon,New Zealand,67,69,606,1
2019,3,2019-02-22,Italy,Hungary,75,41,607,1
2019,3,2019-02-22,Netherlands,Lithuania,69,78,608,1
2019,3,2019-02-22,Jordan,China,86,62,609,1
2019,3,2019-02-22,Latvia,Spain,62,67,610,1
2019,3,2019-02-22,Croatia,Poland,69,77,611,1
2019,3,2019-02-22,Ukraine,Montenegro,74,76,612,1
2019,3,2019-02-22,Turkey,Slovenia,77,58,613,1
2019,3,2019-02-22,Syria,South Korea,74,87,614,1
2019,3,2019-02-22,Dominican Republic,Venezuela,72,67,615,1
2019,3,2019-02-23,Central African Republic,Nigeria,59,72,616,1
2019,3,2019-02-23,Mexico,Uruguay,88,77,617,1
2019,3,2019-02-23,Puerto Rico,Argentina,87,86,618,1
2019,3,2019-02-23,USA,Panama,111,80,619,1
2019,3,2019-02-24,Canada,Venezuela,95,55,620,1
2019,3,2019-02-24,Bosnia & Herzegovina,Bulgaria,87,67,621,1
2019,3,2019-02-24,Germany,Greece,63,69,622,1
2019,3,2019-02-24,France,Czech Republic,82,66,623,1
2019,3,2019-02-24,Senegal,Nigeria,84,63,624,1
2019,3,2019-02-24,Georgia,Estonia,77,84,625,1
2019,3,2019-02-24,Serbia,Israel,97,76,626,1
2019,3,2019-02-24,Iran,Australia,85,74,627,1
2019,3,2019-02-24,Jordan,New Zealand,86,80,628,1
2019,3,2019-02-24,Kazakhstan,Philippines,75,93,629,1
2019,3,2019-02-24,Lebanon,South Korea,72,84,630,1
2019,3,2019-02-24,Qatar,Japan,48,96,631,1
2019,3,2019-02-24,Russia,Finland,91,76,632,1
2019,3,2019-02-24,Syria,China,59,90,633,1
2022,1,2019-02-25,North Macedonia,Slovakia,87,74,634,1
2022,1,2019-02-25,Portugal,Cyprus,76,64,635,1
2019,3,2019-02-25,Poland,Netherlands,85,76,636,1
2019,3,2019-02-25,Spain,Turkey,74,58,637,1
2019,3,2019-02-25,Montenegro,Latvia,74,80,638,1
2019,3,2019-02-25,Slovenia,Ukraine,85,84,639,1
2019,3,2019-02-25,Hungary,Croatia,84,65,640,1
2019,3,2019-02-25,Lithuania,Italy,86,73,641,1
2019,3,2019-02-26,Mexico,Panama,78,61,642,1
2019,3,2019-02-26,Dominican Republic,Brazil,63,71,643,1
2019,3,2019-02-26,Puerto Rico,Uruguay,65,61,644,1
2019,3,2019-02-26,USA,Argentina,84,83,645,1
2022,1,2019-06-28,Luxembourg,Portugal,58,80,646,1
2022,1,2019-06-28,Switzerland,North Macedonia,85,79,647,1
2019,2,2019-06-28,Finland,Canada,93,81,648,1
2022,1,2019-07-01,Albania,Denmark,78,86,649,1
2022,1,2019-07-01,Cyprus,Luxembourg,76,89,650,1
2022,1,2019-07-01,Slovakia,Switzerland,88,83,651,1
2019,2,2019-07-08,Jordan,Egypt,69,81,652,1
2019,2,2019-07-12,Slovakia,Ireland,105,66,653,1
2019,2,2019-07-13,Slovakia,Ireland,97,65,654,1
2019,2,2019-07-21,Slovakia,Kosovo,82,65,655,1
2019,2,2019-07-22,Tunisia,Latvia,50,45,656,1
2019,2,2019-07-23,Latvia,Croatia,50,75,657,1
2019,2,2019-07-23,China,Tunisia,74,50,658,1
2019,2,2019-07-24,Cyprus,Switzerland,46,52,659,1
2019,2,2019-07-24,China,Croatia,59,72,660,1
2019,2,2019-07-24,Tunisia,Latvia,74,71,661,1
2019,2,2019-07-25,Cyprus,Switzerland,65,62,662,1
2019,2,2019-07-26,Argentina,Uruguay,92,64,663,1
2019,2,2019-07-26,Portugal,Denmark,56,70,664,1
2019,2,2019-07-26,Iran,Slovakia,79,74,665,1
2019,2,2019-07-27,Portugal,Slovakia,71,76,666,1
2019,2,2019-07-27,Denmark,Iran,94,99,667,1
2019,2,2019-07-28,Portugal,Iran,70,74,668,1
2019,2,2019-07-28,Slovakia,Denmark,74,70,669,1
2019,2,2019-07-28,Argentina,Puerto Rico,76,67,670,1
2019,2,2019-07-31,Italy,Ivory Coast,69,58,671,1
2019,2,2019-08-02,Spain,Lithuania,78,70,672,1
2019,2,2019-08-03,Jordan,Iran,70,82,673,1
2019,2,2019-08-04,Lithuania,Finland,80,60,674,1
2019,2,2019-08-04,Iran,Russia,91,84,675,1
2019,2,2019-08-05,France,Turkey,69,74,676,1
2019,2,2019-08-06,Tunisia,Turkey,54,64,677,1
2019,2,2019-08-07,Canada,Nigeria,96,87,678,1
2019,2,2019-08-07,Serbia,Finland,95,75,679,1
2019,2,2019-08-07,France,Tunisia,94,56,680,1
2019,2,2019-08-08,Italy,Senegal,111,54,681,1
2019,2,2019-08-08,Greece,Iran,82,69,682,1
2019,2,2019-08-08,Russia,Venezuela,69,54,683,1
2019,2,2019-08-09,Spain,Ivory Coast,79,62,684,1
2019,2,2019-08-09,Italy,Russia,70,72,685,1
2019,2,2019-08-09,Greece,Hungary,83,59,686,1
2019,2,2019-08-09,Poland,Jordan,92,51,687,1
2019,2,2019-08-09,Philippines,D.R. Congo,71,82,688,1
2019,2,2019-08-09,Senegal,Venezuela,75,69,689,1
2019,2,2019-08-09,Czech Republic,Tunisia,80,66,690,1
2019,2,2019-08-09,Brazil,Uruguay,100,53,691,1
2019,2,2019-08-10,Serbia,Lithuania,72,68,692,1
2019,2,2019-08-10,Italy,Venezuela,72,54,693,1
2019,2,2019-08-10,Tunisia,Jordan,80,68,694,1
2019,2,2019-08-10,Russia,Senegal,73,56,695,1
2019,2,2019-08-10,Czech Republic,Poland,81,76,696,1
2019,2,2019-08-10,Canada,Nigeria,81,90,697,1
2019,2,2019-08-11,Greece,Iran,88,58,698,1
2019,2,2019-08-11,Germany,Sweden,78,46,699,1
2019,2,2019-08-11,Poland,Tunisia,64,75,700,1
2019,2,2019-08-11,Czech Republic,Jordan,98,67,701,1
2019,2,2019-08-11,Puerto Rico,Angola,66,64,702,1
2019,2,2019-08-11,China,Croatia,89,73,703,1
2019,2,2019-08-12,Lithuania,Serbia,91,95,704,1
2019,2,2019-08-12,Turkey,Senegal,94,59,705,1
2019,2,2019-08-12,China,Puerto Rico,78,72,706,1
2019,2,2019-08-12,Angola,Croatia,93,73,707,1
2019,2,2019-08-12,Japan,New Zealand,99,89,708,1
2019,2,2019-08-13,Turkey,Jordan,106,72,709,1
2019,2,2019-08-14,Jordan,Senegal,71,63,710,1
2019,2,2019-08-14,Japan,New Zealand,87,104,711,1
2019,2,2019-08-15,France,Montenegro,80,72,712,1
2019,2,2019-08-15,Argentina,Brazil,82,89,713,1
2019,2,2019-08-16,France,Brazil,86,72,714,1
2019,2,2019-08-16,Finland,Lithuania,46,87,715,1
2019,2,2019-08-16,Montenegro,Argentina,77,85,716,1
2019,2,2019-08-16,Australia,Canada,70,90,717,1
2019,2,2019-08-17,France,Argentina,77,58,718,1
2019,2,2019-08-17,Brazil,Montenegro,80,69,719,1
2019,2,2019-08-17,Lithuania,Russia,88,72,720,1
2019,2,2019-08-17,Australia,Canada,81,73,721,1
2019,2,2019-08-17,USA,Spain,90,81,722,1
2019,2,2019-08-18,Finland,Russia,67,81,723,1
2019,2,2019-08-20,Canada,New Zealand,122,88,724,1
2019,2,2019-08-21,Poland,Netherlands,77,71,725,1
2019,2,2019-08-21,Canada,New Zealand,103,100,726,1
2019,2,2019-08-22,Spain,Dominican Republic,102,70,727,1
2019,2,2019-08-22,Japan,Argentina,93,108,728,1
2019,2,2019-08-22,USA,Australia,102,86,729,1
2019,2,2019-08-23,China,Brazil,84,90,730,1
2019,2,2019-08-23,Senegal,Venezuela,74,81,731,1
2019,2,2019-08-23,Serbia,Italy,71,65,732,1
2019,2,2019-08-23,Turkey,Puerto Rico,72,64,733,1
2019,2,2019-08-23,Germany,Tunisia,89,70,734,1
2019,2,2019-08-24,Poland,Nigeria,84,87,735,1
2019,2,2019-08-24,Greece,Jordan,92,65,736,1
2019,2,2019-08-24,New Zealand,France,81,95,737,1
2019,2,2019-08-24,Angola,Czech Republic,65,84,738,1
2019,2,2019-08-24,Japan,Germany,86,83,739,1
2019,2,2019-08-24,South Korea,Lithuania,57,86,740,1
2019,2,2019-08-24,USA,Australia,94,98,741,1
2019,2,2019-08-25,China,Brazil,70,73,742,1
2019,2,2019-08-25,China,Dominican Republic,72,87,743,1
2019,2,2019-08-25,Senegal,Puerto Rico,90,61,744,1
2019,2,2019-08-25,Serbia,New Zealand,88,78,745,1
2019,2,2019-08-25,Lithuania,Angola,91,56,746,1
2019,2,2019-08-25,Iran,Poland,83,88,747,1
2019,2,2019-08-25,South Korea,Czech Republic,89,97,748,1
2019,2,2019-08-26,Greece,Dominican Republic,87,75,749,1
2019,2,2019-08-26,Italy,New Zealand,82,88,750,1
2019,2,2019-08-26,Russia,Argentina,64,85,751,1
2019,2,2019-08-26,USA,Canada,84,68,752,1
2019,2,2019-08-27,France,Serbia,56,61,753,1
2019,2,2019-08-27,Poland,Montenegro,65,70,754,1
2019,2,2019-08-27,Spain,Argentina,84,76,755,1
2019,2,2019-08-27,Venezuela,Greece,51,74,756,1
2019,2,2019-08-27,Czech Republic,Lithuania,79,82,757,1
2019,2,2019-08-27,Senegal,Jordan,69,64,758,1
2019,2,2019-08-27,South Korea,Angola,91,76,759,1
2019,2,2019-08-28,Australia,Germany,64,74,760,1
2019,2,2019-08-28,Spain,Russia,55,74,761,1
2019,3,2019-08-31,Argentina,South Korea,95,69,762,0
2019,3,2019-08-31,Spain,Tunisia,101,62,763,0
2019,3,2019-08-31,Ivory Coast,China,55,70,764,0
2019,3,2019-08-31,Philippines,Italy,62,108,765,0
2019,3,2019-08-31,Iran,Puerto Rico,81,83,766,0
2019,3,2019-08-31,Russia,Nigeria,82,77,767,0
2019,3,2019-08-31,Poland,Venezuela,80,69,768,0
2019,3,2019-08-31,Angola,Serbia,59,105,769,0
2019,3,2019-09-01,Czech Republic,USA,67,88,770,0
2019,3,2019-09-01,France,Germany,78,74,771,0
2019,3,2019-09-01,Greece,Montenegro,85,60,772,0
2019,3,2019-09-01,Senegal,Lithuania,47,101,773,0
2019,3,2019-09-01,Dominican Republic,Jordan,80,76,774,0
2019,3,2019-09-01,Turkey,Japan,86,67,775,0
2019,3,2019-09-01,New Zealand,Brazil,94,102,776,0
2019,3,2019-09-01,Canada,Australia,92,108,777,0
2019,3,2019-09-02,Puerto Rico,Spain,63,73,778,0
2019,3,2019-09-02,South Korea,Russia,73,87,779,0
2019,3,2019-09-02,China,Poland,76,79,780,0
2019,3,2019-09-02,Serbia,Philippines,126,67,781,0
2019,3,2019-09-02,Nigeria,Argentina,81,94,782,0
2019,3,2019-09-02,Tunisia,Iran,79,67,783,0
2019,3,2019-09-02,Venezuela,Ivory Coast,87,71,784,0
2019,3,2019-09-02,Italy,Angola,92,61,785,0
2019,3,2019-09-03,Jordan,France,64,103,786,0
2019,3,2019-09-03,USA,Turkey,93,92,787,0
2019,3,2019-09-03,Brazil,Greece,79,78,788,0
2019,3,2019-09-03,Lithuania,Canada,92,69,789,0
2019,3,2019-09-03,Germany,Dominican Republic,68,70,790,0
2019,3,2019-09-03,Japan,Czech Republic,76,89,791,0
2019,3,2019-09-03,Montenegro,New Zealand,83,93,792,0
2019,3,2019-09-03,Australia,Senegal,81,68,793,0
2019,3,2019-09-04,Russia,Argentina,61,69,794,0
2019,3,2019-09-04,Spain,Iran,73,65,795,0
2019,3,2019-09-04,Venezuela,China,72,59,796,0
2019,3,2019-09-04,Italy,Serbia,77,92,797,0
2019,3,2019-09-04,Puerto Rico,Tunisia,67,64,798,0
2019,3,2019-09-04,South Korea,Nigeria,66,108,799,0
2019,3,2019-09-04,Ivory Coast,Poland,63,80,800,0
2019,3,2019-09-04,Angola,Philippines,84,81,801,0
2019,3,2019-09-05,Dominican Republic,France,56,90,802,0
2019,3,2019-09-05,USA,Japan,98,45,803,0
2019,3,2019-09-05,Greece,New Zealand,103,97,804,0
2019,3,2019-09-05,Lithuania,Australia,82,87,805,0
2019,3,2019-09-05,Germany,Jordan,96,62,806,0
2019,3,2019-09-05,Turkey,Czech Republic,76,91,807,0
2019,3,2019-09-05,Brazil,Montenegro,84,73,808,0
2019,3,2019-09-05,Canada,Senegal,82,60,809,0
2019,3,2019-09-06,Spain,Italy,67,60,810,0
2019,3,2019-09-06,Argentina,Venezuela,87,67,811,0
2019,3,2019-09-06,China,South Korea,77,73,812,0
2019,3,2019-09-06,Tunisia,Philippines,86,67,813,0
2019,3,2019-09-06,Serbia,Puerto Rico,90,47,814,0
2019,3,2019-09-06,Poland,Russia,79,74,815,0
2019,3,2019-09-06,Angola,Iran,62,71,816,0
2019,3,2019-09-06,Nigeria,Ivory Coast,83,66,817,0
2019,3,2019-09-07,USA,Greece,69,53,818,0
2019,3,2019-09-07,France,Lithuania,78,75,819,0
2019,3,2019-09-07,Germany,Senegal,89,78,820,0
2019,3,2019-09-07,Turkey,Montenegro,79,74,821,0
2019,3,2019-09-07,Brazil,Czech Republic,71,93,822,0
2019,3,2019-09-07,Australia,Dominican Republic,82,76,823,0
2019,3,2019-09-07,Canada,Jordan,126,71,824,0
2019,3,2019-09-07,New Zealand,Japan,111,81,825,0
2019,3,2019-09-08,Spain,Serbia,81,69,826,0
2019,3,2019-09-08,Poland,Argentina,65,91,827,0
2019,3,2019-09-08,China,Nigeria,73,86,828,0
2019,3,2019-09-08,Iran,Philippines,95,75,829,0
2019,3,2019-09-08,Puerto Rico,Italy,89,94,830,0
2019,3,2019-09-08,Venezuela,Russia,60,69,831,0
2019,3,2019-09-08,Ivory Coast,South Korea,71,80,832,0
2019,3,2019-09-08,Tunisia,Angola,86,84,833,0
2019,3,2019-09-09,USA,Brazil,89,73,834,0
2019,3,2019-09-09,France,Australia,98,100,835,0
2019,3,2019-09-09,Germany,Canada,82,76,836,0
2019,3,2019-09-09,Turkey,New Zealand,101,102,837,0
2019,3,2019-09-09,Czech Republic,Greece,77,84,838,0
2019,3,2019-09-09,Dominican Republic,Lithuania,55,74,839,0
2019,3,2019-09-09,Jordan,Senegal,79,77,840,0
2019,3,2019-09-09,Japan,Montenegro,65,80,841,0
2019,3,2019-09-10,Spain,Poland,90,78,842,0
2019,3,2019-09-10,Argentina,Serbia,97,87,843,0
2019,3,2019-09-11,Australia,Czech Republic,82,70,844,0
2019,3,2019-09-11,USA,France,79,89,845,0
2019,3,2019-09-12,Poland,Czech Republic,84,94,846,0
2019,3,2019-09-12,Serbia,USA,94,89,847,0
2022,1,2019-09-13,Belgium,Portugal,66,65,848,1
2022,1,2019-09-13,Kosovo,North Macedonia,73,76,849,1
2022,1,2019-09-13,Austria,Cyprus,72,69,850,1
2019,3,2019-09-13,Argentina,France,80,66,851,0
2019,3,2019-09-13,Spain,Australia,95,88,852,0
2019,3,2019-09-14,Serbia,Czech Republic,90,81,853,0
2019,3,2019-09-14,USA,Poland,87,74,854,0
2019,3,2019-09-15,Argentina,Spain,75,95,855,0
2019,3,2019-09-15,France,Australia,67,59,856,0
2022,1,2019-09-16,Portugal,Iceland,80,77,857,1
2022,1,2019-09-16,Denmark,Sweden,76,72,858,1
2022,1,2019-11-29,Iceland,Belgium,66,79,859,1
2022,1,2019-11-29,Great Britain,Austria,82,96,860,1
2022,1,2019-12-02,Portugal,Belgium,60,70,861,1
2022,1,2019-12-02,North Macedonia,Kosovo,78,68,862,1
2022,1,2019-12-02,Cyprus,Austria,71,81,863,1
2022,1,2019-12-03,Cyprus,Great Britain,61,75,864,1
2020,2,2020-02-10,Jordan,Syria,75,67,865,1
2020,2,2020-02-10,Lebanon,Bahrain,73,64,866,1
2023,3,2020-02-20,Portugal,Albania,70,62,867,1
2023,3,2020-02-20,Kosovo,Iceland,80,78,868,1
2023,3,2020-02-20,Slovakia,Luxembourg,73,65,869,1
2022,1,2020-02-21,Iceland,Portugal,91,67,870,1
2022,1,2020-02-21,Great Britain,Cyprus,84,47,871,1
2022,1,2020-02-21,Sweden,Denmark,79,74,872,1
2023,3,2020-02-23,Iceland,Slovakia,83,74,873,1
2023,3,2020-02-23,Luxembourg,Kosovo,80,84,874,1
2023,3,2020-02-23,Albania,Cyprus,71,64,875,1
2022,1,2020-02-24,Austria,Great Britain,75,78,876,1
2022,1,2020-02-24,Belgium,Iceland,90,62,877,1
2020,2,2020-07-24,Estonia,Lithuania,92,85,878,1
2020,2,2020-07-25,Lithuania,Latvia,82,59,879,1
2020,2,2020-07-26,Estonia,Latvia,84,67,880,1
2020,2,2020-07-29,Finland,Estonia,97,76,881,1
2020,2,2020-07-30,Finland,Estonia,75,67,882,1
2022,1,2020-08-03,Luxembourg,Kosovo,88,80,883,1
2022,1,2020-08-03,Switzerland,Portugal,77,72,884,1
2022,1,2020-08-03,Slovakia,Cyprus,67,60,885,1
2022,1,2020-08-07,Kosovo,Great Britain,63,71,886,1
2022,1,2020-08-07,Portugal,Iceland,80,79,887,1
2022,1,2020-08-10,Great Britain,Luxembourg,71,54,888,1
2022,1,2020-08-10,Denmark,Albania,95,73,889,1
2022,1,2020-08-10,Iceland,Switzerland,83,82,890,1
2022,1,2020-08-14,Kosovo,Luxembourg,109,88,891,1
2022,1,2020-08-14,Portugal,Switzerland,84,68,892,1
2022,1,2020-08-14,Cyprus,Slovakia,79,83,893,1
2022,1,2020-08-17,Great Britain,Kosovo,101,79,894,1
2022,1,2020-08-17,Iceland,Portugal,96,68,895,1
2022,1,2020-08-21,Albania,Denmark,57,68,896,1
2022,1,2020-08-21,Luxembourg,Great Britain,65,93,897,1
2022,1,2020-08-21,Switzerland,Iceland,109,85,898,1
2023,3,2020-11-26,Portugal,Cyprus,74,56,899,1
2023,3,2020-11-26,Slovakia,Kosovo,91,67,900,1
2023,3,2020-11-26,Iceland,Luxembourg,90,76,901,1
2023,3,2020-11-28,Albania,Portugal,70,88,902,1
2023,3,2020-11-28,Luxembourg,Slovakia,77,73,903,1
2023,3,2020-11-28,Iceland,Kosovo,86,62,904,1
2023,3,2021-02-18,Kosovo,Luxembourg,89,99,905,1
2023,3,2021-02-18,Cyprus,Albania,88,66,906,1
2023,3,2021-02-18,Slovakia,Iceland,79,94,907,1
2022,1,2021-02-20,Italy,Russia,83,64,908,1
2022,1,2021-02-20,North Macedonia,Estonia,72,81,909,1
2022,1,2021-02-20,Austria,Ukraine,73,88,910,1
2022,1,2021-02-20,Poland,Israel,71,75,911,1
2022,1,2021-02-20,Finland,Serbia,58,80,912,1
2022,1,2021-02-20,Hungary,Slovenia,77,75,913,1
2022,1,2021-02-20,Georgia,Switzerland,96,88,914,1
2023,3,2021-02-20,Kosovo,Slovakia,73,77,915,1
2023,3,2021-02-20,Luxembourg,Iceland,84,86,916,1
